"model","site","longitude","latitude","baseline","predicted","scenario","GCM"
"DGVM",173,-105.282,43.683,0.10618,0.141326666666667,"rcp85","HadGEM2-AO"
"DGVM",173,-105.282,43.683,0.132402857142857,0.146663333333333,"rcp45","MPI-ESM-LR"
"DGVM",173,-105.282,43.683,0.131417142857143,0.189686666666667,"rcp85","MPI-ESM-LR"
"DGVM",170,-105.282,43.691,0.115808571428571,0.160323333333333,"rcp45","CCSM4"
"DGVM",170,-105.282,43.691,0.115191428571429,0.186743333333333,"rcp85","CCSM4"
"DGVM",170,-105.282,43.691,0.137631428571429,0.175016666666667,"rcp45","CESM1-CAM5"
"DGVM",170,-105.282,43.691,0.141611428571429,0.212853333333333,"rcp85","CESM1-CAM5"
"DGVM",170,-105.282,43.691,0.122545714285714,0.167173333333333,"rcp45","GISS-E2-H-CC"
"DGVM",170,-105.282,43.691,0.119945714285714,0.192983333333333,"rcp85","GISS-E2-H-CC"
"DGVM",170,-105.282,43.691,0.106905714285714,0.127676666666667,"rcp45","HadGEM2-AO"
"DGVM",170,-105.282,43.691,0.105585714285714,0.155566666666667,"rcp85","HadGEM2-AO"
"DGVM",170,-105.282,43.691,0.126374285714286,0.181943333333333,"rcp45","MPI-ESM-LR"
"DGVM",170,-105.282,43.691,0.127022857142857,0.18668,"rcp85","MPI-ESM-LR"
"DGVM",168,-105.282,43.708,0.145065714285714,0.153106666666667,"rcp45","CCSM4"
"DGVM",168,-105.282,43.708,0.14496,0.18241,"rcp85","CCSM4"
"DGVM",168,-105.282,43.708,0.132617142857143,0.186926666666667,"rcp45","CESM1-CAM5"
"DGVM",168,-105.282,43.708,0.131468571428571,0.189366666666667,"rcp85","CESM1-CAM5"
"DGVM",168,-105.282,43.708,0.119008571428571,0.159846666666667,"rcp45","GISS-E2-H-CC"
"DGVM",168,-105.282,43.708,0.116717142857143,0.18853,"rcp85","GISS-E2-H-CC"
"DGVM",168,-105.282,43.708,0.114997142857143,0.131863333333333,"rcp45","HadGEM2-AO"
"DGVM",168,-105.282,43.708,0.114722857142857,0.132016666666667,"rcp85","HadGEM2-AO"
"DGVM",168,-105.282,43.708,0.121074285714286,0.168226666666667,"rcp45","MPI-ESM-LR"
"DGVM",168,-105.282,43.708,0.121102857142857,0.170553333333333,"rcp85","MPI-ESM-LR"
"DGVM",321,-106.058,40.241,0.136048571428571,0.17061,"rcp45","CCSM4"
"DGVM",321,-106.058,40.241,0.135428571428571,0.221623333333333,"rcp85","CCSM4"
"DGVM",321,-106.058,40.241,0.137905714285714,0.195176666666667,"rcp45","CESM1-CAM5"
"DGVM",321,-106.058,40.241,0.137702857142857,0.214076666666667,"rcp85","CESM1-CAM5"
"DGVM",321,-106.058,40.241,0.128942857142857,0.188056666666667,"rcp45","GISS-E2-H-CC"
"DGVM",321,-106.058,40.241,0.129194285714286,0.215896666666667,"rcp85","GISS-E2-H-CC"
"DGVM",321,-106.058,40.241,0.120368571428571,0.182056666666667,"rcp45","HadGEM2-AO"
"DGVM",321,-106.058,40.241,0.120325714285714,0.20889,"rcp85","HadGEM2-AO"
"DGVM",321,-106.058,40.241,0.123005714285714,0.1796,"rcp45","MPI-ESM-LR"
"DGVM",321,-106.058,40.241,0.122797142857143,0.19053,"rcp85","MPI-ESM-LR"
"DGVM",353,-106.291,42.474,0.01176,0.21299,"rcp45","CCSM4"
"DGVM",353,-106.291,42.474,0.0105685714285714,0.255433333333333,"rcp85","CCSM4"
"DGVM",353,-106.291,42.474,0.0786742857142857,0.213713333333333,"rcp45","CESM1-CAM5"
"DGVM",353,-106.291,42.474,0.00812285714285714,0.27046,"rcp85","CESM1-CAM5"
"DGVM",353,-106.291,42.474,0.152182857142857,0.198203333333333,"rcp45","GISS-E2-H-CC"
"DGVM",353,-106.291,42.474,0.149734285714286,0.21852,"rcp85","GISS-E2-H-CC"
"DGVM",353,-106.291,42.474,0.137917142857143,0.154003333333333,"rcp45","HadGEM2-AO"
"DGVM",353,-106.291,42.474,0.135642857142857,0.186256666666667,"rcp85","HadGEM2-AO"
"DGVM",353,-106.291,42.474,0.0879771428571429,0.18426,"rcp45","MPI-ESM-LR"
"DGVM",353,-106.291,42.474,0.08968,0.21859,"rcp85","MPI-ESM-LR"
"DGVM",311,-106.349,42.558,0.00453714285714286,0.179833333333333,"rcp45","CCSM4"
"DGVM",311,-106.349,42.558,0.00476285714285714,0.24584,"rcp85","CCSM4"
"DGVM",311,-106.349,42.558,0.03986,0.209836666666667,"rcp45","CESM1-CAM5"
"DGVM",311,-106.349,42.558,0.00391142857142857,0.238143333333333,"rcp85","CESM1-CAM5"
"DGVM",311,-106.349,42.558,0.0851542857142857,0.1916,"rcp45","GISS-E2-H-CC"
"DGVM",311,-106.349,42.558,0.0832771428571429,0.207843333333333,"rcp85","GISS-E2-H-CC"
"DGVM",311,-106.349,42.558,0.110942857142857,0.15633,"rcp45","HadGEM2-AO"
"DGVM",311,-106.349,42.558,0.109371428571429,0.20717,"rcp85","HadGEM2-AO"
"DGVM",311,-106.349,42.558,0.0274085714285714,0.16994,"rcp45","MPI-ESM-LR"
"DGVM",311,-106.349,42.558,0.0278314285714286,0.182833333333333,"rcp85","MPI-ESM-LR"
"DGVM",404,-106.458,38.683,0.120765714285714,0.160673333333333,"rcp45","CCSM4"
"DGVM",404,-106.458,38.683,0.121697142857143,0.161196666666667,"rcp85","CCSM4"
"DGVM",404,-106.458,38.683,0.120231428571429,0.146406666666667,"rcp45","CESM1-CAM5"
"DGVM",404,-106.458,38.683,0.128828571428571,0.174986666666667,"rcp85","CESM1-CAM5"
"DGVM",404,-106.458,38.683,0.132522857142857,0.148453333333333,"rcp45","GISS-E2-H-CC"
"DGVM",404,-106.458,38.683,0.130685714285714,0.16699,"rcp85","GISS-E2-H-CC"
"DGVM",404,-106.458,38.683,0.120348571428571,0.138313333333333,"rcp45","HadGEM2-AO"
"DGVM",404,-106.458,38.683,0.119605714285714,0.13195,"rcp85","HadGEM2-AO"
"DGVM",404,-106.458,38.683,0.119554285714286,0.159403333333333,"rcp45","MPI-ESM-LR"
"DGVM",404,-106.458,38.683,0.120525714285714,0.15955,"rcp85","MPI-ESM-LR"
"DGVM",293,-106.474,38.508,0.105648571428571,0.166726666666667,"rcp45","CCSM4"
"DGVM",293,-106.474,38.508,0.105025714285714,0.159756666666667,"rcp85","CCSM4"
"DGVM",293,-106.474,38.508,0.10592,0.155823333333333,"rcp45","CESM1-CAM5"
"DGVM",293,-106.474,38.508,0.105668571428571,0.164583333333333,"rcp85","CESM1-CAM5"
"DGVM",293,-106.474,38.508,0.119485714285714,0.163716666666667,"rcp45","GISS-E2-H-CC"
"DGVM",293,-106.474,38.508,0.116902857142857,0.161543333333333,"rcp85","GISS-E2-H-CC"
"DGVM",293,-106.474,38.508,0.10844,0.14688,"rcp45","HadGEM2-AO"
"DGVM",293,-106.474,38.508,0.10556,0.143516666666667,"rcp85","HadGEM2-AO"
"DGVM",293,-106.474,38.508,0.0870885714285714,0.15678,"rcp45","MPI-ESM-LR"
"DGVM",293,-106.474,38.508,0.088,0.15418,"rcp85","MPI-ESM-LR"
"DGVM",294,-106.533,38.833,0.115151428571429,0.166103333333333,"rcp45","CCSM4"
"DGVM",294,-106.533,38.833,0.114237142857143,0.17223,"rcp85","CCSM4"
"DGVM",294,-106.533,38.833,0.108488571428571,0.160286666666667,"rcp45","CESM1-CAM5"
"DGVM",294,-106.533,38.833,0.108037142857143,0.146706666666667,"rcp85","CESM1-CAM5"
"DGVM",294,-106.533,38.833,0.115831428571429,0.163856666666667,"rcp45","GISS-E2-H-CC"
"DGVM",294,-106.533,38.833,0.11462,0.173506666666667,"rcp85","GISS-E2-H-CC"
"DGVM",294,-106.533,38.833,0.112954285714286,0.153396666666667,"rcp45","HadGEM2-AO"
"DGVM",294,-106.533,38.833,0.11282,0.162273333333333,"rcp85","HadGEM2-AO"
"DGVM",294,-106.533,38.833,0.100242857142857,0.16904,"rcp45","MPI-ESM-LR"
"DGVM",294,-106.533,38.833,0.101394285714286,0.161613333333333,"rcp85","MPI-ESM-LR"
"DGVM",323,-106.583,38.216,0.165791428571429,0.210286666666667,"rcp45","CCSM4"
"DGVM",323,-106.583,38.216,0.16372,0.25127,"rcp85","CCSM4"
"DGVM",323,-106.583,38.216,0.173002857142857,0.226153333333333,"rcp45","CESM1-CAM5"
"DGVM",323,-106.583,38.216,0.183594285714286,0.25081,"rcp85","CESM1-CAM5"
"DGVM",323,-106.583,38.216,0.190174285714286,0.209076666666667,"rcp45","GISS-E2-H-CC"
"DGVM",323,-106.583,38.216,0.187217142857143,0.231576666666667,"rcp85","GISS-E2-H-CC"
"DGVM",323,-106.583,38.216,0.182851428571429,0.20974,"rcp45","HadGEM2-AO"
"DGVM",323,-106.583,38.216,0.17998,0.254946666666667,"rcp85","HadGEM2-AO"
"DGVM",323,-106.583,38.216,0.174377142857143,0.197573333333333,"rcp45","MPI-ESM-LR"
"DGVM",323,-106.583,38.216,0.177171428571429,0.235966666666667,"rcp85","MPI-ESM-LR"
"DGVM",295,-106.724,38.824,0.0750428571428571,0.13073,"rcp45","CCSM4"
"DGVM",295,-106.724,38.824,0.0746085714285714,0.15606,"rcp85","CCSM4"
"DGVM",295,-106.724,38.824,0.076,0.117726666666667,"rcp45","CESM1-CAM5"
"DGVM",295,-106.724,38.824,0.0794,0.151876666666667,"rcp85","CESM1-CAM5"
"DGVM",295,-106.724,38.824,0.0875142857142857,0.14466,"rcp45","GISS-E2-H-CC"
"DGVM",295,-106.724,38.824,0.0870428571428571,0.16194,"rcp85","GISS-E2-H-CC"
"DGVM",295,-106.724,38.824,0.0797685714285714,0.10033,"rcp45","HadGEM2-AO"
"DGVM",295,-106.724,38.824,0.0783114285714286,0.0982733333333333,"rcp85","HadGEM2-AO"
"DGVM",295,-106.724,38.824,0.0629114285714286,0.131026666666667,"rcp45","MPI-ESM-LR"
"DGVM",295,-106.724,38.824,0.0644142857142857,0.124253333333333,"rcp85","MPI-ESM-LR"
"DGVM",313,-106.816,36.433,0.124768571428571,0.192616666666667,"rcp45","CCSM4"
"DGVM",313,-106.816,36.433,0.121588571428571,0.238566666666667,"rcp85","CCSM4"
"DGVM",313,-106.816,36.433,0.12528,0.182776666666667,"rcp45","CESM1-CAM5"
"DGVM",313,-106.816,36.433,0.123825714285714,0.232593333333333,"rcp85","CESM1-CAM5"
"DGVM",313,-106.816,36.433,0.130945714285714,0.219546666666667,"rcp45","GISS-E2-H-CC"
"DGVM",313,-106.816,36.433,0.129637142857143,0.220756666666667,"rcp85","GISS-E2-H-CC"
"DGVM",313,-106.816,36.433,0.131691428571429,0.168246666666667,"rcp45","HadGEM2-AO"
"DGVM",313,-106.816,36.433,0.128534285714286,0.22459,"rcp85","HadGEM2-AO"
"DGVM",313,-106.816,36.433,0.112302857142857,0.159486666666667,"rcp45","MPI-ESM-LR"
"DGVM",313,-106.816,36.433,0.114222857142857,0.179303333333333,"rcp85","MPI-ESM-LR"
"DGVM",268,-106.816,42.858,0.000245714285714286,0.167276666666667,"rcp45","CCSM4"
"DGVM",268,-106.816,42.858,8e-04,0.231083333333333,"rcp85","CCSM4"
"DGVM",268,-106.816,42.858,0.000442857142857143,0.22216,"rcp45","CESM1-CAM5"
"DGVM",268,-106.816,42.858,0.000585714285714286,0.239873333333333,"rcp85","CESM1-CAM5"
"DGVM",268,-106.816,42.858,8.28571428571429e-05,0.149306666666667,"rcp45","GISS-E2-H-CC"
"DGVM",268,-106.816,42.858,8.28571428571429e-05,0.208253333333333,"rcp85","GISS-E2-H-CC"
"DGVM",268,-106.816,42.858,0.05,0.134203333333333,"rcp45","HadGEM2-AO"
"DGVM",268,-106.816,42.858,0.0501685714285714,0.150963333333333,"rcp85","HadGEM2-AO"
"DGVM",268,-106.816,42.858,0.000134285714285714,0.167593333333333,"rcp45","MPI-ESM-LR"
"DGVM",268,-106.816,42.858,0.000134285714285714,0.183813333333333,"rcp85","MPI-ESM-LR"
"DGVM",257,-106.833,34.416,0.0488828571428571,0.105713333333333,"rcp45","CCSM4"
"DGVM",257,-106.833,34.416,0.0483,0.140183333333333,"rcp85","CCSM4"
"DGVM",257,-106.833,34.416,0.03798,0.0748133333333333,"rcp45","CESM1-CAM5"
"DGVM",257,-106.833,34.416,0.0443942857142857,0.14134,"rcp85","CESM1-CAM5"
"DGVM",257,-106.833,34.416,0.04322,0.109,"rcp45","GISS-E2-H-CC"
"DGVM",257,-106.833,34.416,0.0416428571428571,0.13509,"rcp85","GISS-E2-H-CC"
"DGVM",257,-106.833,34.416,0.0399742857142857,0.0598366666666667,"rcp45","HadGEM2-AO"
"DGVM",257,-106.833,34.416,0.0392685714285714,0.125986666666667,"rcp85","HadGEM2-AO"
"DGVM",257,-106.833,34.416,0.0327714285714286,0.0654233333333333,"rcp45","MPI-ESM-LR"
"DGVM",257,-106.833,34.416,0.03458,0.0772666666666667,"rcp85","MPI-ESM-LR"
"DGVM",291,-106.849,40.283,0.156482857142857,0.16386,"rcp45","CCSM4"
"DGVM",291,-106.849,40.283,0.15472,0.225513333333333,"rcp85","CCSM4"
"DGVM",291,-106.849,40.283,0.149222857142857,0.214083333333333,"rcp45","CESM1-CAM5"
"DGVM",291,-106.849,40.283,0.169897142857143,0.210853333333333,"rcp85","CESM1-CAM5"
"DGVM",291,-106.849,40.283,0.144028571428571,0.17162,"rcp45","GISS-E2-H-CC"
"DGVM",291,-106.849,40.283,0.142865714285714,0.212566666666667,"rcp85","GISS-E2-H-CC"
"DGVM",291,-106.849,40.283,0.142925714285714,0.189076666666667,"rcp45","HadGEM2-AO"
"DGVM",291,-106.849,40.283,0.141782857142857,0.20783,"rcp85","HadGEM2-AO"
"DGVM",291,-106.849,40.283,0.12348,0.160643333333333,"rcp45","MPI-ESM-LR"
"DGVM",291,-106.849,40.283,0.124185714285714,0.199483333333333,"rcp85","MPI-ESM-LR"
"DGVM",254,-106.883,38.408,0.0819142857142857,0.164326666666667,"rcp45","CCSM4"
"DGVM",254,-106.883,38.408,0.0812371428571429,0.17469,"rcp85","CCSM4"
"DGVM",254,-106.883,38.408,0.0803628571428571,0.15033,"rcp45","CESM1-CAM5"
"DGVM",254,-106.883,38.408,0.0908057142857143,0.166443333333333,"rcp85","CESM1-CAM5"
"DGVM",254,-106.883,38.408,0.103974285714286,0.166073333333333,"rcp45","GISS-E2-H-CC"
"DGVM",254,-106.883,38.408,0.102751428571429,0.183766666666667,"rcp85","GISS-E2-H-CC"
"DGVM",254,-106.883,38.408,0.0908542857142857,0.13817,"rcp45","HadGEM2-AO"
"DGVM",254,-106.883,38.408,0.0886,0.145646666666667,"rcp85","HadGEM2-AO"
"DGVM",254,-106.883,38.408,0.0570228571428571,0.149826666666667,"rcp45","MPI-ESM-LR"
"DGVM",254,-106.883,38.408,0.0586685714285714,0.141726666666667,"rcp85","MPI-ESM-LR"
"DGVM",145,-106.933,38.449,0.0728285714285714,0.15185,"rcp45","CCSM4"
"DGVM",145,-106.933,38.449,0.0711628571428571,0.180806666666667,"rcp85","CCSM4"
"DGVM",145,-106.933,38.449,0.06896,0.141146666666667,"rcp45","CESM1-CAM5"
"DGVM",145,-106.933,38.449,0.0718371428571429,0.17696,"rcp85","CESM1-CAM5"
"DGVM",145,-106.933,38.449,0.0908828571428571,0.14606,"rcp45","GISS-E2-H-CC"
