"model","site","longitude","latitude","baseline","predicted","scenario","GCM"
"DGVM",283,-109.049,40.508,0.0978571428571429,0.147383333333333,"rcp45","MPI-ESM-LR"
"DGVM",283,-109.049,40.508,0.0998828571428571,0.17631,"rcp85","MPI-ESM-LR"
"DGVM",284,-109.066,40.499,0.0917542857142857,0.169586666666667,"rcp45","CCSM4"
"DGVM",284,-109.066,40.499,0.0881685714285714,0.19482,"rcp85","CCSM4"
"DGVM",284,-109.066,40.499,0.106485714285714,0.178413333333333,"rcp45","CESM1-CAM5"
"DGVM",284,-109.066,40.499,0.107751428571429,0.205486666666667,"rcp85","CESM1-CAM5"
"DGVM",284,-109.066,40.499,0.113965714285714,0.18794,"rcp45","GISS-E2-H-CC"
"DGVM",284,-109.066,40.499,0.111794285714286,0.213396666666667,"rcp85","GISS-E2-H-CC"
"DGVM",284,-109.066,40.499,0.109374285714286,0.156866666666667,"rcp45","HadGEM2-AO"
"DGVM",284,-109.066,40.499,0.106451428571429,0.16886,"rcp85","HadGEM2-AO"
"DGVM",284,-109.066,40.499,0.08512,0.15203,"rcp45","MPI-ESM-LR"
"DGVM",284,-109.066,40.499,0.0864057142857143,0.17534,"rcp85","MPI-ESM-LR"
"DGVM",285,-109.074,40.491,0.0931628571428571,0.164796666666667,"rcp45","CCSM4"
"DGVM",285,-109.074,40.491,0.0895028571428571,0.21742,"rcp85","CCSM4"
"DGVM",285,-109.074,40.491,0.0995971428571429,0.168866666666667,"rcp45","CESM1-CAM5"
"DGVM",285,-109.074,40.491,0.101388571428571,0.20148,"rcp85","CESM1-CAM5"
"DGVM",285,-109.074,40.491,0.109134285714286,0.181253333333333,"rcp45","GISS-E2-H-CC"
"DGVM",285,-109.074,40.491,0.107502857142857,0.207183333333333,"rcp85","GISS-E2-H-CC"
"DGVM",285,-109.074,40.491,0.0987771428571429,0.1554,"rcp45","HadGEM2-AO"
"DGVM",285,-109.074,40.491,0.0972371428571429,0.169916666666667,"rcp85","HadGEM2-AO"
"DGVM",285,-109.074,40.491,0.0950714285714286,0.13552,"rcp45","MPI-ESM-LR"
"DGVM",285,-109.074,40.491,0.0962657142857143,0.182926666666667,"rcp85","MPI-ESM-LR"
"DGVM",302,-109.083,37.391,0.0281542857142857,0.110156666666667,"rcp45","CCSM4"
"DGVM",302,-109.083,37.391,0.0271685714285714,0.147303333333333,"rcp85","CCSM4"
"DGVM",302,-109.083,37.391,0.0216685714285714,0.0638833333333333,"rcp45","CESM1-CAM5"
"DGVM",302,-109.083,37.391,0.0213857142857143,0.117636666666667,"rcp85","CESM1-CAM5"
"DGVM",302,-109.083,37.391,0.02402,0.0961433333333333,"rcp45","GISS-E2-H-CC"
"DGVM",302,-109.083,37.391,0.0248628571428571,0.15345,"rcp85","GISS-E2-H-CC"
"DGVM",302,-109.083,37.391,0.0336514285714286,0.0417466666666667,"rcp45","HadGEM2-AO"
"DGVM",302,-109.083,37.391,0.0330857142857143,0.0580233333333333,"rcp85","HadGEM2-AO"
"DGVM",302,-109.083,37.391,0.0285342857142857,0.0838366666666667,"rcp45","MPI-ESM-LR"
"DGVM",302,-109.083,37.391,0.0287514285714286,0.100263333333333,"rcp85","MPI-ESM-LR"
"DGVM",80,-109.166,39.866,0.0522342857142857,0.129503333333333,"rcp45","CCSM4"
"DGVM",80,-109.166,39.866,0.0508257142857143,0.172253333333333,"rcp85","CCSM4"
"DGVM",80,-109.166,39.866,0.0461714285714286,0.11385,"rcp45","CESM1-CAM5"
"DGVM",80,-109.166,39.866,0.0495142857142857,0.168353333333333,"rcp85","CESM1-CAM5"
"DGVM",80,-109.166,39.866,0.0701571428571429,0.123703333333333,"rcp45","GISS-E2-H-CC"
"DGVM",80,-109.166,39.866,0.0700028571428571,0.168513333333333,"rcp85","GISS-E2-H-CC"
"DGVM",80,-109.166,39.866,0.05644,0.0899466666666667,"rcp45","HadGEM2-AO"
"DGVM",80,-109.166,39.866,0.0536685714285714,0.1281,"rcp85","HadGEM2-AO"
"DGVM",80,-109.166,39.866,0.0430257142857143,0.1061,"rcp45","MPI-ESM-LR"
"DGVM",80,-109.166,39.866,0.0448,0.132713333333333,"rcp85","MPI-ESM-LR"
"DGVM",9,-109.183,40.508,0.0264571428571429,0.105266666666667,"rcp45","CCSM4"
"DGVM",9,-109.183,40.508,0.02498,0.158703333333333,"rcp85","CCSM4"
"DGVM",9,-109.183,40.508,0.0288114285714286,0.0925266666666667,"rcp45","CESM1-CAM5"
"DGVM",9,-109.183,40.508,0.03362,0.16183,"rcp85","CESM1-CAM5"
"DGVM",9,-109.183,40.508,0.0398714285714286,0.109463333333333,"rcp45","GISS-E2-H-CC"
"DGVM",9,-109.183,40.508,0.0388971428571429,0.17629,"rcp85","GISS-E2-H-CC"
"DGVM",9,-109.183,40.508,0.03362,0.06993,"rcp45","HadGEM2-AO"
"DGVM",9,-109.183,40.508,0.0327771428571429,0.109356666666667,"rcp85","HadGEM2-AO"
"DGVM",9,-109.183,40.508,0.0273885714285714,0.0748733333333333,"rcp45","MPI-ESM-LR"
"DGVM",9,-109.183,40.508,0.0285628571428571,0.11581,"rcp85","MPI-ESM-LR"
"DGVM",84,-109.224,41.933,0.0242171428571429,0.0980933333333333,"rcp45","CCSM4"
"DGVM",84,-109.224,41.933,0.0235942857142857,0.15298,"rcp85","CCSM4"
"DGVM",84,-109.224,41.933,0.0321542857142857,0.101656666666667,"rcp45","CESM1-CAM5"
"DGVM",84,-109.224,41.933,0.0280571428571429,0.17659,"rcp85","CESM1-CAM5"
"DGVM",84,-109.224,41.933,0.0327457142857143,0.11129,"rcp45","GISS-E2-H-CC"
"DGVM",84,-109.224,41.933,0.0319857142857143,0.155843333333333,"rcp85","GISS-E2-H-CC"
"DGVM",84,-109.224,41.933,0.0298228571428571,0.0591966666666667,"rcp45","HadGEM2-AO"
"DGVM",84,-109.224,41.933,0.02982,0.0987333333333333,"rcp85","HadGEM2-AO"
"DGVM",84,-109.224,41.933,0.0236057142857143,0.0685266666666667,"rcp45","MPI-ESM-LR"
"DGVM",84,-109.224,41.933,0.0241914285714286,0.135666666666667,"rcp85","MPI-ESM-LR"
"DGVM",105,-109.241,41.933,0.0427342857142857,0.12041,"rcp45","CCSM4"
"DGVM",105,-109.241,41.933,0.0421885714285714,0.158626666666667,"rcp85","CCSM4"
"DGVM",105,-109.241,41.933,0.0533514285714286,0.12145,"rcp45","CESM1-CAM5"
"DGVM",105,-109.241,41.933,0.0533428571428571,0.17836,"rcp85","CESM1-CAM5"
"DGVM",105,-109.241,41.933,0.0637714285714286,0.108523333333333,"rcp45","GISS-E2-H-CC"
"DGVM",105,-109.241,41.933,0.0623942857142857,0.178486666666667,"rcp85","GISS-E2-H-CC"
"DGVM",105,-109.241,41.933,0.0377485714285714,0.0858866666666667,"rcp45","HadGEM2-AO"
"DGVM",105,-109.241,41.933,0.0368457142857143,0.121633333333333,"rcp85","HadGEM2-AO"
"DGVM",105,-109.241,41.933,0.0458028571428571,0.0964666666666667,"rcp45","MPI-ESM-LR"
"DGVM",105,-109.241,41.933,0.0463285714285714,0.155516666666667,"rcp85","MPI-ESM-LR"
"DGVM",101,-109.241,41.941,0.0435371428571429,0.129253333333333,"rcp45","CCSM4"
"DGVM",101,-109.241,41.941,0.0425771428571429,0.165316666666667,"rcp85","CCSM4"
"DGVM",101,-109.241,41.941,0.0519085714285714,0.11432,"rcp45","CESM1-CAM5"
"DGVM",101,-109.241,41.941,0.0566971428571429,0.169353333333333,"rcp85","CESM1-CAM5"
"DGVM",101,-109.241,41.941,0.0580371428571429,0.124233333333333,"rcp45","GISS-E2-H-CC"
"DGVM",101,-109.241,41.941,0.0562857142857143,0.150796666666667,"rcp85","GISS-E2-H-CC"
"DGVM",101,-109.241,41.941,0.0489057142857143,0.0834066666666667,"rcp45","HadGEM2-AO"
"DGVM",101,-109.241,41.941,0.0481571428571429,0.120173333333333,"rcp85","HadGEM2-AO"
"DGVM",101,-109.241,41.941,0.03982,0.09394,"rcp45","MPI-ESM-LR"
"DGVM",101,-109.241,41.941,0.0400828571428571,0.151413333333333,"rcp85","MPI-ESM-LR"
"DGVM",99,-109.241,41.95,0.0320285714285714,0.122513333333333,"rcp45","CCSM4"
"DGVM",99,-109.241,41.95,0.0308171428571429,0.159276666666667,"rcp85","CCSM4"
"DGVM",99,-109.241,41.95,0.0431171428571429,0.117376666666667,"rcp45","CESM1-CAM5"
"DGVM",99,-109.241,41.95,0.05166,0.17418,"rcp85","CESM1-CAM5"
"DGVM",99,-109.241,41.95,0.0447714285714286,0.132363333333333,"rcp45","GISS-E2-H-CC"
"DGVM",99,-109.241,41.95,0.04324,0.15438,"rcp85","GISS-E2-H-CC"
"DGVM",99,-109.241,41.95,0.0484771428571429,0.0804033333333333,"rcp45","HadGEM2-AO"
"DGVM",99,-109.241,41.95,0.04786,0.125416666666667,"rcp85","HadGEM2-AO"
"DGVM",99,-109.241,41.95,0.0405085714285714,0.09255,"rcp45","MPI-ESM-LR"
"DGVM",99,-109.241,41.95,0.0414942857142857,0.153266666666667,"rcp85","MPI-ESM-LR"
"DGVM",25,-109.241,41.966,0.0518828571428571,0.11877,"rcp45","CCSM4"
"DGVM",25,-109.241,41.966,0.0505257142857143,0.15462,"rcp85","CCSM4"
"DGVM",25,-109.241,41.966,0.0585257142857143,0.12576,"rcp45","CESM1-CAM5"
"DGVM",25,-109.241,41.966,0.0554828571428571,0.16767,"rcp85","CESM1-CAM5"
"DGVM",25,-109.241,41.966,0.0566142857142857,0.12729,"rcp45","GISS-E2-H-CC"
"DGVM",25,-109.241,41.966,0.0562542857142857,0.169413333333333,"rcp85","GISS-E2-H-CC"
"DGVM",25,-109.241,41.966,0.0515971428571429,0.0883566666666667,"rcp45","HadGEM2-AO"
"DGVM",25,-109.241,41.966,0.051,0.127936666666667,"rcp85","HadGEM2-AO"
"DGVM",25,-109.241,41.966,0.0470714285714286,0.0910233333333333,"rcp45","MPI-ESM-LR"
"DGVM",25,-109.241,41.966,0.0483142857142857,0.15273,"rcp85","MPI-ESM-LR"
"DGVM",10,-109.249,40.416,0.0321914285714286,0.0913366666666667,"rcp45","CCSM4"
"DGVM",10,-109.249,40.416,0.0310171428571429,0.145636666666667,"rcp85","CCSM4"
"DGVM",10,-109.249,40.416,0.0247942857142857,0.0911133333333333,"rcp45","CESM1-CAM5"
"DGVM",10,-109.249,40.416,0.0378228571428571,0.1613,"rcp85","CESM1-CAM5"
"DGVM",10,-109.249,40.416,0.0432171428571429,0.106963333333333,"rcp45","GISS-E2-H-CC"
"DGVM",10,-109.249,40.416,0.0419457142857143,0.173106666666667,"rcp85","GISS-E2-H-CC"
"DGVM",10,-109.249,40.416,0.0345171428571429,0.06756,"rcp45","HadGEM2-AO"
"DGVM",10,-109.249,40.416,0.0332942857142857,0.109166666666667,"rcp85","HadGEM2-AO"
"DGVM",10,-109.249,40.416,0.0295371428571429,0.07917,"rcp45","MPI-ESM-LR"
"DGVM",10,-109.249,40.416,0.0301114285714286,0.114993333333333,"rcp85","MPI-ESM-LR"
"DGVM",104,-109.249,41.933,0.0734085714285714,0.150086666666667,"rcp45","CCSM4"
"DGVM",104,-109.249,41.933,0.0717485714285714,0.177836666666667,"rcp85","CCSM4"
"DGVM",104,-109.249,41.933,0.0889714285714286,0.13638,"rcp45","CESM1-CAM5"
"DGVM",104,-109.249,41.933,0.08942,0.18141,"rcp85","CESM1-CAM5"
"DGVM",104,-109.249,41.933,0.0701971428571429,0.13944,"rcp45","GISS-E2-H-CC"
"DGVM",104,-109.249,41.933,0.0683942857142857,0.19782,"rcp85","GISS-E2-H-CC"
"DGVM",104,-109.249,41.933,0.0662228571428571,0.1081,"rcp45","HadGEM2-AO"
"DGVM",104,-109.249,41.933,0.0660857142857143,0.143116666666667,"rcp85","HadGEM2-AO"
"DGVM",104,-109.249,41.933,0.0612171428571429,0.11001,"rcp45","MPI-ESM-LR"
"DGVM",104,-109.249,41.933,0.0622285714285714,0.14304,"rcp85","MPI-ESM-LR"
"DGVM",100,-109.249,41.941,0.0712114285714286,0.134763333333333,"rcp45","CCSM4"
"DGVM",100,-109.249,41.941,0.0700714285714286,0.162553333333333,"rcp85","CCSM4"
"DGVM",100,-109.249,41.941,0.0652085714285714,0.13009,"rcp45","CESM1-CAM5"
"DGVM",100,-109.249,41.941,0.0914542857142857,0.191606666666667,"rcp85","CESM1-CAM5"
"DGVM",100,-109.249,41.941,0.0747828571428571,0.14281,"rcp45","GISS-E2-H-CC"
"DGVM",100,-109.249,41.941,0.0736971428571429,0.169693333333333,"rcp85","GISS-E2-H-CC"
"DGVM",100,-109.249,41.941,0.0578285714285714,0.0993733333333333,"rcp45","HadGEM2-AO"
"DGVM",100,-109.249,41.941,0.0571514285714286,0.140776666666667,"rcp85","HadGEM2-AO"
"DGVM",100,-109.249,41.941,0.0666742857142857,0.10781,"rcp45","MPI-ESM-LR"
"DGVM",100,-109.249,41.941,0.0686142857142857,0.151856666666667,"rcp85","MPI-ESM-LR"
"DGVM",97,-109.249,41.958,0.0781685714285714,0.136956666666667,"rcp45","CCSM4"
"DGVM",97,-109.249,41.958,0.0758685714285714,0.167526666666667,"rcp85","CCSM4"
"DGVM",97,-109.249,41.958,0.0731742857142857,0.13299,"rcp45","CESM1-CAM5"
"DGVM",97,-109.249,41.958,0.102277142857143,0.16397,"rcp85","CESM1-CAM5"
"DGVM",97,-109.249,41.958,0.07448,0.131716666666667,"rcp45","GISS-E2-H-CC"
"DGVM",97,-109.249,41.958,0.0735571428571429,0.167253333333333,"rcp85","GISS-E2-H-CC"
"DGVM",97,-109.249,41.958,0.0633085714285714,0.107433333333333,"rcp45","HadGEM2-AO"
"DGVM",97,-109.249,41.958,0.0617657142857143,0.13867,"rcp85","HadGEM2-AO"
"DGVM",97,-109.249,41.958,0.0640742857142857,0.113216666666667,"rcp45","MPI-ESM-LR"
"DGVM",97,-109.249,41.958,0.0643171428571429,0.150896666666667,"rcp85","MPI-ESM-LR"
"DGVM",24,-109.249,41.966,0.0723085714285714,0.128876666666667,"rcp45","CCSM4"
"DGVM",24,-109.249,41.966,0.0700171428571429,0.15541,"rcp85","CCSM4"
"DGVM",24,-109.249,41.966,0.0710285714285714,0.136153333333333,"rcp45","CESM1-CAM5"
"DGVM",24,-109.249,41.966,0.0792371428571429,0.16852,"rcp85","CESM1-CAM5"
"DGVM",24,-109.249,41.966,0.0726257142857143,0.12872,"rcp45","GISS-E2-H-CC"
"DGVM",24,-109.249,41.966,0.0719342857142857,0.17752,"rcp85","GISS-E2-H-CC"
"DGVM",24,-109.249,41.966,0.05964,0.09198,"rcp45","HadGEM2-AO"
"DGVM",24,-109.249,41.966,0.0584771428571429,0.14674,"rcp85","HadGEM2-AO"
"DGVM",24,-109.249,41.966,0.0521314285714286,0.113863333333333,"rcp45","MPI-ESM-LR"
"DGVM",24,-109.249,41.966,0.0536657142857143,0.150563333333333,"rcp85","MPI-ESM-LR"
"DGVM",21,-109.249,41.991,0.0416685714285714,0.123056666666667,"rcp45","CCSM4"
"DGVM",21,-109.249,41.991,0.0406085714285714,0.157856666666667,"rcp85","CCSM4"
"DGVM",21,-109.249,41.991,0.0486742857142857,0.125036666666667,"rcp45","CESM1-CAM5"
"DGVM",21,-109.249,41.991,0.0517314285714286,0.176153333333333,"rcp85","CESM1-CAM5"
"DGVM",21,-109.249,41.991,0.0532428571428571,0.129396666666667,"rcp45","GISS-E2-H-CC"
"DGVM",21,-109.249,41.991,0.0524228571428571,0.181876666666667,"rcp85","GISS-E2-H-CC"
"DGVM",21,-109.249,41.991,0.0488828571428571,0.08024,"rcp45","HadGEM2-AO"
"DGVM",21,-109.249,41.991,0.0473885714285714,0.11983,"rcp85","HadGEM2-AO"
"DGVM",21,-109.249,41.991,0.0367485714285714,0.08644,"rcp45","MPI-ESM-LR"
"DGVM",21,-109.249,41.991,0.0380828571428571,0.150166666666667,"rcp85","MPI-ESM-LR"
"DGVM",18,-109.249,41.999,0.0485857142857143,0.12604,"rcp45","CCSM4"
"DGVM",18,-109.249,41.999,0.04752,0.15161,"rcp85","CCSM4"
"DGVM",18,-109.249,41.999,0.0479428571428571,0.131333333333333,"rcp45","CESM1-CAM5"
"DGVM",18,-109.249,41.999,0.0477342857142857,0.168966666666667,"rcp85","CESM1-CAM5"
"DGVM",18,-109.249,41.999,0.0639828571428571,0.119423333333333,"rcp45","GISS-E2-H-CC"
"DGVM",18,-109.249,41.999,0.06244,0.17329,"rcp85","GISS-E2-H-CC"
"DGVM",18,-109.249,41.999,0.0525914285714286,0.08161,"rcp45","HadGEM2-AO"
"DGVM",18,-109.249,41.999,0.05224,0.12861,"rcp85","HadGEM2-AO"
"DGVM",18,-109.249,41.999,0.038,0.09757,"rcp45","MPI-ESM-LR"
"DGVM",18,-109.249,41.999,0.0384028571428571,0.14853,"rcp85","MPI-ESM-LR"
"DGVM",119,-109.258,41.933,0.0775514285714286,0.144873333333333,"rcp45","CCSM4"
"DGVM",119,-109.258,41.933,0.0762371428571429,0.189956666666667,"rcp85","CCSM4"
"DGVM",119,-109.258,41.933,0.104288571428571,0.161643333333333,"rcp45","CESM1-CAM5"
"DGVM",119,-109.258,41.933,0.107131428571429,0.185286666666667,"rcp85","CESM1-CAM5"
"DGVM",119,-109.258,41.933,0.0908028571428571,0.162883333333333,"rcp45","GISS-E2-H-CC"
"DGVM",119,-109.258,41.933,0.0896057142857143,0.181436666666667,"rcp85","GISS-E2-H-CC"
"DGVM",119,-109.258,41.933,0.0961914285714286,0.133843333333333,"rcp45","HadGEM2-AO"
"DGVM",119,-109.258,41.933,0.0946914285714286,0.163476666666667,"rcp85","HadGEM2-AO"
"DGVM",119,-109.258,41.933,0.0804857142857143,0.127036666666667,"rcp45","MPI-ESM-LR"
"DGVM",119,-109.258,41.933,0.0836171428571429,0.16968,"rcp85","MPI-ESM-LR"
"DGVM",112,-109.258,41.958,0.08364,0.140133333333333,"rcp45","CCSM4"
"DGVM",112,-109.258,41.958,0.08102,0.189346666666667,"rcp85","CCSM4"
"DGVM",112,-109.258,41.958,0.0777828571428571,0.139716666666667,"rcp45","CESM1-CAM5"
"DGVM",112,-109.258,41.958,0.101757142857143,0.181466666666667,"rcp85","CESM1-CAM5"
"DGVM",112,-109.258,41.958,0.0958514285714286,0.155723333333333,"rcp45","GISS-E2-H-CC"
"DGVM",112,-109.258,41.958,0.09212,0.192953333333333,"rcp85","GISS-E2-H-CC"
"DGVM",112,-109.258,41.958,0.0740885714285714,0.119716666666667,"rcp45","HadGEM2-AO"
"DGVM",112,-109.258,41.958,0.0724657142857143,0.14534,"rcp85","HadGEM2-AO"
"DGVM",112,-109.258,41.958,0.0774085714285714,0.134633333333333,"rcp45","MPI-ESM-LR"
"DGVM",112,-109.258,41.958,0.0794428571428571,0.175493333333333,"rcp85","MPI-ESM-LR"
"DGVM",96,-109.258,41.966,0.0836628571428571,0.145686666666667,"rcp45","CCSM4"
"DGVM",96,-109.258,41.966,0.0823542857142857,0.178963333333333,"rcp85","CCSM4"
"DGVM",96,-109.258,41.966,0.0766371428571429,0.147443333333333,"rcp45","CESM1-CAM5"
"DGVM",96,-109.258,41.966,0.104331428571429,0.19808,"rcp85","CESM1-CAM5"
"DGVM",96,-109.258,41.966,0.0890857142857143,0.13625,"rcp45","GISS-E2-H-CC"
"DGVM",96,-109.258,41.966,0.0877085714285714,0.198733333333333,"rcp85","GISS-E2-H-CC"
"DGVM",96,-109.258,41.966,0.0766971428571429,0.117606666666667,"rcp45","HadGEM2-AO"
"DGVM",96,-109.258,41.966,0.0748857142857143,0.156953333333333,"rcp85","HadGEM2-AO"
"DGVM",96,-109.258,41.966,0.0734828571428571,0.12774,"rcp45","MPI-ESM-LR"
"DGVM",96,-109.258,41.966,0.0754457142857143,0.159653333333333,"rcp85","MPI-ESM-LR"
"DGVM",95,-109.258,41.974,0.0644771428571429,0.138873333333333,"rcp45","CCSM4"
"DGVM",95,-109.258,41.974,0.0628228571428571,0.169496666666667,"rcp85","CCSM4"
"DGVM",95,-109.258,41.974,0.0689428571428571,0.143096666666667,"rcp45","CESM1-CAM5"
"DGVM",95,-109.258,41.974,0.08648,0.172053333333333,"rcp85","CESM1-CAM5"
"DGVM",95,-109.258,41.974,0.08248,0.13581,"rcp45","GISS-E2-H-CC"
"DGVM",95,-109.258,41.974,0.0821028571428571,0.17279,"rcp85","GISS-E2-H-CC"
"DGVM",95,-109.258,41.974,0.0690171428571429,0.0960066666666667,"rcp45","HadGEM2-AO"
"DGVM",95,-109.258,41.974,0.0671085714285714,0.13918,"rcp85","HadGEM2-AO"
"DGVM",95,-109.258,41.974,0.05298,0.10772,"rcp45","MPI-ESM-LR"
"DGVM",95,-109.258,41.974,0.0545114285714286,0.153186666666667,"rcp85","MPI-ESM-LR"
"DGVM",17,-109.258,41.999,0.0452885714285714,0.120646666666667,"rcp45","CCSM4"
"DGVM",17,-109.258,41.999,0.04364,0.157056666666667,"rcp85","CCSM4"
"DGVM",17,-109.258,41.999,0.0549657142857143,0.116636666666667,"rcp45","CESM1-CAM5"
"DGVM",17,-109.258,41.999,0.0626914285714286,0.164556666666667,"rcp85","CESM1-CAM5"
"DGVM",17,-109.258,41.999,0.05096,0.1151,"rcp45","GISS-E2-H-CC"
"DGVM",17,-109.258,41.999,0.0501342857142857,0.17303,"rcp85","GISS-E2-H-CC"
"DGVM",17,-109.258,41.999,0.0475942857142857,0.0871733333333333,"rcp45","HadGEM2-AO"
"DGVM",17,-109.258,41.999,0.0467914285714286,0.129616666666667,"rcp85","HadGEM2-AO"
"DGVM",17,-109.258,41.999,0.0391971428571429,0.0929033333333333,"rcp45","MPI-ESM-LR"
"DGVM",17,-109.258,41.999,0.0398742857142857,0.158406666666667,"rcp85","MPI-ESM-LR"
"DGVM",15,-109.258,42.175,0.0902914285714286,0.151253333333333,"rcp45","CCSM4"
"DGVM",15,-109.258,42.175,0.0891571428571429,0.177053333333333,"rcp85","CCSM4"
"DGVM",15,-109.258,42.175,0.109102857142857,0.159046666666667,"rcp45","CESM1-CAM5"
"DGVM",15,-109.258,42.175,0.10656,0.185866666666667,"rcp85","CESM1-CAM5"
"DGVM",15,-109.258,42.175,0.126231428571429,0.144773333333333,"rcp45","GISS-E2-H-CC"
"DGVM",15,-109.258,42.175,0.123171428571429,0.195013333333333,"rcp85","GISS-E2-H-CC"
"DGVM",15,-109.258,42.175,0.0908228571428571,0.13615,"rcp45","HadGEM2-AO"
"DGVM",15,-109.258,42.175,0.0890285714285714,0.1707,"rcp85","HadGEM2-AO"
"DGVM",15,-109.258,42.175,0.09584,0.12687,"rcp45","MPI-ESM-LR"
"DGVM",15,-109.258,42.175,0.0970628571428571,0.160916666666667,"rcp85","MPI-ESM-LR"
"DGVM",116,-109.274,41.941,0.0851342857142857,0.149343333333333,"rcp45","CCSM4"
"DGVM",116,-109.274,41.941,0.0837657142857143,0.16333,"rcp85","CCSM4"
"DGVM",116,-109.274,41.941,0.102145714285714,0.162573333333333,"rcp45","CESM1-CAM5"
"DGVM",116,-109.274,41.941,0.123614285714286,0.18742,"rcp85","CESM1-CAM5"
"DGVM",116,-109.274,41.941,0.0985428571428571,0.158713333333333,"rcp45","GISS-E2-H-CC"
"DGVM",116,-109.274,41.941,0.0971914285714286,0.18994,"rcp85","GISS-E2-H-CC"
"DGVM",116,-109.274,41.941,0.0881142857142857,0.13782,"rcp45","HadGEM2-AO"
"DGVM",116,-109.274,41.941,0.0871314285714286,0.150813333333333,"rcp85","HadGEM2-AO"
"DGVM",116,-109.274,41.941,0.0834085714285714,0.134886666666667,"rcp45","MPI-ESM-LR"
"DGVM",116,-109.274,41.941,0.0852428571428571,0.166183333333333,"rcp85","MPI-ESM-LR"
"DGVM",114,-109.274,41.95,0.0879314285714286,0.139683333333333,"rcp45","CCSM4"
"DGVM",114,-109.274,41.95,0.0856057142857143,0.15325,"rcp85","CCSM4"
"DGVM",114,-109.274,41.95,0.0967514285714286,0.152733333333333,"rcp45","CESM1-CAM5"
"DGVM",114,-109.274,41.95,0.117088571428571,0.16606,"rcp85","CESM1-CAM5"
"DGVM",114,-109.274,41.95,0.0858828571428571,0.15916,"rcp45","GISS-E2-H-CC"
"DGVM",114,-109.274,41.95,0.0840428571428571,0.198856666666667,"rcp85","GISS-E2-H-CC"
"DGVM",114,-109.274,41.95,0.0831571428571429,0.12288,"rcp45","HadGEM2-AO"
"DGVM",114,-109.274,41.95,0.0826342857142857,0.153083333333333,"rcp85","HadGEM2-AO"
"DGVM",114,-109.274,41.95,0.0749228571428571,0.139983333333333,"rcp45","MPI-ESM-LR"
"DGVM",114,-109.274,41.95,0.07654,0.160153333333333,"rcp85","MPI-ESM-LR"
"DGVM",94,-109.274,41.974,0.0461914285714286,0.11858,"rcp45","CCSM4"
"DGVM",94,-109.274,41.974,0.0451628571428571,0.165656666666667,"rcp85","CCSM4"
"DGVM",94,-109.274,41.974,0.0649,0.12986,"rcp45","CESM1-CAM5"
"DGVM",94,-109.274,41.974,0.0654771428571429,0.16663,"rcp85","CESM1-CAM5"
"DGVM",94,-109.274,41.974,0.0718,0.132816666666667,"rcp45","GISS-E2-H-CC"
"DGVM",94,-109.274,41.974,0.07036,0.16898,"rcp85","GISS-E2-H-CC"
"DGVM",94,-109.274,41.974,0.0618314285714286,0.10003,"rcp45","HadGEM2-AO"
"DGVM",94,-109.274,41.974,0.0615485714285714,0.127226666666667,"rcp85","HadGEM2-AO"
"DGVM",94,-109.274,41.974,0.0492114285714286,0.09927,"rcp45","MPI-ESM-LR"
"DGVM",94,-109.274,41.974,0.0495857142857143,0.144403333333333,"rcp85","MPI-ESM-LR"
"DGVM",115,-109.283,41.941,0.07404,0.156543333333333,"rcp45","CCSM4"
"DGVM",115,-109.283,41.941,0.072,0.17212,"rcp85","CCSM4"
"DGVM",115,-109.283,41.941,0.0934714285714286,0.14225,"rcp45","CESM1-CAM5"
"DGVM",115,-109.283,41.941,0.0880457142857143,0.181843333333333,"rcp85","CESM1-CAM5"
"DGVM",115,-109.283,41.941,0.0940514285714286,0.153953333333333,"rcp45","GISS-E2-H-CC"
"DGVM",115,-109.283,41.941,0.0919857142857143,0.186896666666667,"rcp85","GISS-E2-H-CC"
"DGVM",115,-109.283,41.941,0.0790257142857143,0.13051,"rcp45","HadGEM2-AO"
"DGVM",115,-109.283,41.941,0.0789257142857143,0.155606666666667,"rcp85","HadGEM2-AO"
"DGVM",115,-109.283,41.941,0.0728885714285714,0.138096666666667,"rcp45","MPI-ESM-LR"
"DGVM",115,-109.283,41.941,0.0746714285714286,0.155626666666667,"rcp85","MPI-ESM-LR"
"DGVM",113,-109.283,41.95,0.07358,0.13975,"rcp45","CCSM4"
"DGVM",113,-109.283,41.95,0.07194,0.164686666666667,"rcp85","CCSM4"
"DGVM",113,-109.283,41.95,0.0798142857142857,0.14615,"rcp45","CESM1-CAM5"
"DGVM",113,-109.283,41.95,0.0799685714285714,0.175813333333333,"rcp85","CESM1-CAM5"
"DGVM",113,-109.283,41.95,0.0888942857142857,0.1413,"rcp45","GISS-E2-H-CC"
"DGVM",113,-109.283,41.95,0.0867,0.19177,"rcp85","GISS-E2-H-CC"
"DGVM",113,-109.283,41.95,0.07682,0.12188,"rcp45","HadGEM2-AO"
"DGVM",113,-109.283,41.95,0.0760114285714286,0.147006666666667,"rcp85","HadGEM2-AO"
"DGVM",113,-109.283,41.95,0.0656371428571429,0.114336666666667,"rcp45","MPI-ESM-LR"
"DGVM",113,-109.283,41.95,0.0676342857142857,0.167613333333333,"rcp85","MPI-ESM-LR"
"DGVM",23,-109.283,41.974,0.04292,0.121123333333333,"rcp45","CCSM4"
"DGVM",23,-109.283,41.974,0.0416142857142857,0.164543333333333,"rcp85","CCSM4"
