model ,site,lon,lat,baseline,predicted,scenario
randfor,172,-105.2586188,43.68878122,6.6960502,8.8580599,ppt10inc
randfor,172,-105.2586188,43.68878122,6.6960502,10.9990997,ppt20inc
randfor,173,-105.2818188,43.67943122,5.8224001,6.7597198,02inctemp
randfor,173,-105.2818188,43.67943122,5.8224001,23.2700996,2inctemp
randfor,173,-105.2818188,43.67943122,5.8224001,21.1201992,4inctemp
randfor,173,-105.2818188,43.67943122,5.8224001,5.4066501,ppt10dec
randfor,173,-105.2818188,43.67943122,5.8224001,8.2044601,ppt10inc
randfor,173,-105.2818188,43.67943122,5.8224001,10.7498999,ppt20inc
randfor,174,-105.2702188,43.67943122,7.57967,8.5243597,02inctemp
randfor,174,-105.2702188,43.67943122,7.57967,23.1452999,2inctemp
randfor,174,-105.2702188,43.67943122,7.57967,21.3567009,4inctemp
randfor,174,-105.2702188,43.67943122,7.57967,5.5859599,ppt10dec
randfor,174,-105.2702188,43.67943122,7.57967,8.3527002,ppt10inc
randfor,174,-105.2702188,43.67943122,7.57967,10.5172005,ppt20inc
randfor,175,-105.2586188,43.67943122,6.3118701,7.3309999,02inctemp
randfor,175,-105.2586188,43.67943122,6.3118701,23.1007004,2inctemp
randfor,175,-105.2586188,43.67943122,6.3118701,21.4365005,4inctemp
randfor,175,-105.2586188,43.67943122,6.3118701,5.3349199,ppt10dec
randfor,175,-105.2586188,43.67943122,6.3118701,8.5496597,ppt10inc
randfor,175,-105.2586188,43.67943122,6.3118701,10.9891996,ppt20inc
randfor,176,-105.2818188,43.67008122,5.8224001,6.7597198,02inctemp
randfor,176,-105.2818188,43.67008122,5.8224001,23.2700996,2inctemp
randfor,176,-105.2818188,43.67008122,5.8224001,21.1201992,4inctemp
randfor,176,-105.2818188,43.67008122,5.8224001,5.4066501,ppt10dec
randfor,176,-105.2818188,43.67008122,5.8224001,8.2044601,ppt10inc
randfor,176,-105.2818188,43.67008122,5.8224001,10.7498999,ppt20inc
randfor,177,-105.2586188,43.67008122,6.3118701,7.3309999,02inctemp
randfor,177,-105.2586188,43.67008122,6.3118701,23.1007004,2inctemp
randfor,177,-105.2586188,43.67008122,6.3118701,21.4365005,4inctemp
randfor,177,-105.2586188,43.67008122,6.3118701,5.3349199,ppt10dec
randfor,177,-105.2586188,43.67008122,6.3118701,8.5496597,ppt10inc
randfor,177,-105.2586188,43.67008122,6.3118701,10.9891996,ppt20inc
randfor,178,-105.2354188,43.67008122,7.2650199,8.20749,02inctemp
randfor,178,-105.2354188,43.67008122,7.2650199,23.2306004,2inctemp
randfor,178,-105.2354188,43.67008122,7.2650199,21.5076008,4inctemp
randfor,178,-105.2354188,43.67008122,7.2650199,5.4828901,ppt10dec
randfor,178,-105.2354188,43.67008122,7.2650199,8.2298899,ppt10inc
randfor,178,-105.2354188,43.67008122,7.2650199,10.3044996,ppt20inc
randfor,179,-105.2470188,43.65138122,5.7625799,7.5556798,02inctemp
randfor,179,-105.2470188,43.65138122,5.7625799,24.7856007,2inctemp
randfor,179,-105.2470188,43.65138122,5.7625799,22.3001003,4inctemp
randfor,179,-105.2470188,43.65138122,5.7625799,6.0867901,ppt10dec
randfor,179,-105.2470188,43.65138122,5.7625799,8.7236996,ppt10inc
randfor,179,-105.2470188,43.65138122,5.7625799,12.0667,ppt20inc
randfor,180,-105.2238188,43.65138122,5.8941498,8.3337498,02inctemp
randfor,180,-105.2238188,43.65138122,5.8941498,25.6560993,2inctemp
randfor,180,-105.2238188,43.65138122,5.8941498,23.8999004,4inctemp
randfor,180,-105.2238188,43.65138122,5.8941498,6.1276002,ppt10dec
randfor,180,-105.2238188,43.65138122,5.8941498,9.3205004,ppt10inc
randfor,180,-105.2238188,43.65138122,5.8941498,11.8697996,ppt20inc
randfor,181,-105.2470188,43.64203122,6.24578,7.28719,02inctemp
randfor,181,-105.2470188,43.64203122,6.24578,24.2243996,2inctemp
randfor,181,-105.2470188,43.64203122,6.24578,21.4011002,4inctemp
randfor,181,-105.2470188,43.64203122,6.24578,6.1895599,ppt10dec
randfor,181,-105.2470188,43.64203122,6.24578,9.0598001,ppt10inc
randfor,181,-105.2470188,43.64203122,6.24578,11.8740997,ppt20inc
randfor,182,-105.2238188,43.64203122,6.24578,7.28719,02inctemp
randfor,182,-105.2238188,43.64203122,6.24578,24.2243996,2inctemp
randfor,182,-105.2238188,43.64203122,6.24578,21.4011002,4inctemp
randfor,182,-105.2238188,43.64203122,6.24578,6.1895599,ppt10dec
randfor,182,-105.2238188,43.64203122,6.24578,9.0598001,ppt10inc
randfor,182,-105.2238188,43.64203122,6.24578,11.8740997,ppt20inc
randfor,183,-107.3118188,43.24933122,8.13869,7.4970999,02inctemp
randfor,183,-107.3118188,43.24933122,8.13869,12.8092003,2inctemp
randfor,183,-107.3118188,43.24933122,8.13869,16.823,4inctemp
randfor,183,-107.3118188,43.24933122,8.13869,8.65028,ppt10dec
randfor,183,-107.3118188,43.24933122,8.13869,10.2511997,ppt10inc
randfor,183,-107.3118188,43.24933122,8.13869,12.1462002,ppt20inc
randfor,184,-108.4254188,42.52938122,18.7304993,18.9703007,02inctemp
randfor,184,-108.4254188,42.52938122,18.7304993,20.8097992,2inctemp
randfor,184,-108.4254188,42.52938122,18.7304993,21.2388,4inctemp
randfor,184,-108.4254188,42.52938122,18.7304993,19.7523994,ppt10dec
randfor,184,-108.4254188,42.52938122,18.7304993,25.9270992,ppt10inc
randfor,184,-108.4254188,42.52938122,18.7304993,29.5615005,ppt20inc
randfor,185,-110.6294188,41.50088122,15.7494001,18.8197994,02inctemp
randfor,185,-110.6294188,41.50088122,15.7494001,18.6996994,2inctemp
randfor,185,-110.6294188,41.50088122,15.7494001,18.9060001,4inctemp
randfor,185,-110.6294188,41.50088122,15.7494001,15.1744003,ppt10dec
randfor,185,-110.6294188,41.50088122,15.7494001,17.3843002,ppt10inc
randfor,185,-110.6294188,41.50088122,15.7494001,20.5256004,ppt20inc
randfor,186,-107.7758188,41.12688122,19.5855007,20.3493004,02inctemp
randfor,186,-107.7758188,41.12688122,19.5855007,24.0200996,2inctemp
randfor,186,-107.7758188,41.12688122,19.5855007,24.2115002,4inctemp
randfor,186,-107.7758188,41.12688122,19.5855007,14.4577999,ppt10dec
randfor,186,-107.7758188,41.12688122,19.5855007,28.1711006,ppt10inc
randfor,186,-107.7758188,41.12688122,19.5855007,32.2056007,ppt20inc
randfor,187,-107.6946188,41.07078122,31.0510006,31.2560005,02inctemp
randfor,187,-107.6946188,41.07078122,31.0510006,31.8901005,2inctemp
randfor,187,-107.6946188,41.07078122,31.0510006,31.5401001,4inctemp
randfor,187,-107.6946188,41.07078122,31.0510006,18.8659992,ppt10dec
randfor,187,-107.6946188,41.07078122,31.0510006,39.0679016,ppt10inc
randfor,187,-107.6946188,41.07078122,31.0510006,31.2947006,ppt20inc
randfor,188,-108.1006188,41.06143122,20.7712002,20.7518997,02inctemp
randfor,188,-108.1006188,41.06143122,20.7712002,22.0182991,2inctemp
randfor,188,-108.1006188,41.06143122,20.7712002,21.3402004,4inctemp
randfor,188,-108.1006188,41.06143122,20.7712002,18.1133003,ppt10dec
randfor,188,-108.1006188,41.06143122,20.7712002,21.8862,ppt10inc
randfor,188,-108.1006188,41.06143122,20.7712002,20.2329998,ppt20inc
randfor,189,-108.0426188,41.06143122,14.3455,14.1757002,02inctemp
randfor,189,-108.0426188,41.06143122,14.3455,16.8992996,2inctemp
randfor,189,-108.0426188,41.06143122,14.3455,17.1205997,4inctemp
randfor,189,-108.0426188,41.06143122,14.3455,14.4813995,ppt10dec
randfor,189,-108.0426188,41.06143122,14.3455,20.8983994,ppt10inc
randfor,189,-108.0426188,41.06143122,14.3455,20.3938007,ppt20inc
randfor,190,-107.7294188,41.06143122,23.0667,24.3080006,02inctemp
randfor,190,-107.7294188,41.06143122,23.0667,27.9002991,2inctemp
randfor,190,-107.7294188,41.06143122,23.0667,27.2252998,4inctemp
randfor,190,-107.7294188,41.06143122,23.0667,21.7770996,ppt10dec
randfor,190,-107.7294188,41.06143122,23.0667,30.4102001,ppt10inc
randfor,190,-107.7294188,41.06143122,23.0667,32.2182999,ppt20inc
randfor,191,-107.6946188,41.06143122,21.2768002,22.9706001,02inctemp
randfor,191,-107.6946188,41.06143122,21.2768002,25.6748009,2inctemp
randfor,191,-107.6946188,41.06143122,21.2768002,26.1023006,4inctemp
randfor,191,-107.6946188,41.06143122,21.2768002,23.2346992,ppt10dec
randfor,191,-107.6946188,41.06143122,21.2768002,21.9094009,ppt10inc
randfor,191,-107.6946188,41.06143122,21.2768002,24.5139008,ppt20inc
randfor,192,-108.0774188,41.05208122,17.8633995,17.0522003,02inctemp
randfor,192,-108.0774188,41.05208122,17.8633995,19.1548004,2inctemp
randfor,192,-108.0774188,41.05208122,17.8633995,19.1856995,4inctemp
randfor,192,-108.0774188,41.05208122,17.8633995,17.7826996,ppt10dec
randfor,192,-108.0774188,41.05208122,17.8633995,21.1921005,ppt10inc
randfor,192,-108.0774188,41.05208122,17.8633995,19.5755005,ppt20inc
randfor,193,-108.0426188,41.05208122,14.3455,14.1757002,02inctemp
randfor,193,-108.0426188,41.05208122,14.3455,16.8992996,2inctemp
randfor,193,-108.0426188,41.05208122,14.3455,17.1205997,4inctemp
randfor,193,-108.0426188,41.05208122,14.3455,14.4813995,ppt10dec
randfor,193,-108.0426188,41.05208122,14.3455,20.8983994,ppt10inc
randfor,193,-108.0426188,41.05208122,14.3455,20.3938007,ppt20inc
randfor,194,-107.7410188,41.05208122,23.4598999,24.4827003,02inctemp
randfor,194,-107.7410188,41.05208122,23.4598999,26.6707001,2inctemp
randfor,194,-107.7410188,41.05208122,23.4598999,26.6096001,4inctemp
randfor,194,-107.7410188,41.05208122,23.4598999,23.0042992,ppt10dec
randfor,194,-107.7410188,41.05208122,23.4598999,26.9981995,ppt10inc
randfor,194,-107.7410188,41.05208122,23.4598999,28.2964993,ppt20inc
randfor,195,-107.6946188,41.05208122,21.2768002,22.9706001,02inctemp
randfor,195,-107.6946188,41.05208122,21.2768002,25.6748009,2inctemp
randfor,195,-107.6946188,41.05208122,21.2768002,26.1023006,4inctemp
randfor,195,-107.6946188,41.05208122,21.2768002,23.2346992,ppt10dec
randfor,195,-107.6946188,41.05208122,21.2768002,21.9094009,ppt10inc
randfor,195,-107.6946188,41.05208122,21.2768002,24.5139008,ppt20inc
randfor,196,-108.0890188,41.04273122,13.4925003,13.2088003,02inctemp
randfor,196,-108.0890188,41.04273122,13.4925003,16.6380005,2inctemp
randfor,196,-108.0890188,41.04273122,13.4925003,16.8875008,4inctemp
randfor,196,-108.0890188,41.04273122,13.4925003,17.4603996,ppt10dec
randfor,196,-108.0890188,41.04273122,13.4925003,17.7362003,ppt10inc
randfor,196,-108.0890188,41.04273122,13.4925003,22.6578999,ppt20inc
randfor,197,-107.7410188,41.03338122,24.2189999,25.7987003,02inctemp
randfor,197,-107.7410188,41.03338122,24.2189999,28.5053997,2inctemp
randfor,197,-107.7410188,41.03338122,24.2189999,29.2915993,4inctemp
randfor,197,-107.7410188,41.03338122,24.2189999,20.2112999,ppt10dec
randfor,197,-107.7410188,41.03338122,24.2189999,24.6599007,ppt10inc
randfor,197,-107.7410188,41.03338122,24.2189999,24.7441006,ppt20inc
randfor,198,-107.7294188,41.03338122,22.1110001,24.5606995,02inctemp
randfor,198,-107.7294188,41.03338122,22.1110001,26.3195992,2inctemp
randfor,198,-107.7294188,41.03338122,22.1110001,26.6030998,4inctemp
randfor,198,-107.7294188,41.03338122,22.1110001,20.7276001,ppt10dec
randfor,198,-107.7294188,41.03338122,22.1110001,23.5960999,ppt10inc
randfor,198,-107.7294188,41.03338122,22.1110001,22.7374001,ppt20inc
randfor,199,-107.7178188,41.03338122,20.8661003,22.9990005,02inctemp
randfor,199,-107.7178188,41.03338122,20.8661003,24.8528996,2inctemp
randfor,199,-107.7178188,41.03338122,20.8661003,25.2098999,4inctemp
randfor,199,-107.7178188,41.03338122,20.8661003,23.3607998,ppt10dec
randfor,199,-107.7178188,41.03338122,20.8661003,23.1641006,ppt10inc
randfor,199,-107.7178188,41.03338122,20.8661003,24.3922997,ppt20inc
randfor,200,-108.0890188,41.02403122,17.8794003,19.1728001,02inctemp
randfor,200,-108.0890188,41.02403122,17.8794003,21.9762993,2inctemp
randfor,200,-108.0890188,41.02403122,17.8794003,22.5160999,4inctemp
randfor,200,-108.0890188,41.02403122,17.8794003,17.1529007,ppt10dec
randfor,200,-108.0890188,41.02403122,17.8794003,21.0333004,ppt10inc
randfor,200,-108.0890188,41.02403122,17.8794003,28.5946999,ppt20inc
randfor,201,-107.7294188,41.02403122,22.0382996,24.2140999,02inctemp
randfor,201,-107.7294188,41.02403122,22.0382996,26.7740002,2inctemp
randfor,201,-107.7294188,41.02403122,22.0382996,27.3048,4inctemp
randfor,201,-107.7294188,41.02403122,22.0382996,20.8743,ppt10dec
randfor,201,-107.7294188,41.02403122,22.0382996,23.9598007,ppt10inc
randfor,201,-107.7294188,41.02403122,22.0382996,23.3435001,ppt20inc
randfor,202,-108.0774188,41.00533122,15.3884001,16.8029003,02inctemp
randfor,202,-108.0774188,41.00533122,15.3884001,20.3279991,2inctemp
randfor,202,-108.0774188,41.00533122,15.3884001,20.9326,4inctemp
randfor,202,-108.0774188,41.00533122,15.3884001,15.1185999,ppt10dec
randfor,202,-108.0774188,41.00533122,15.3884001,20.4678001,ppt10inc
randfor,202,-108.0774188,41.00533122,15.3884001,27.0044003,ppt20inc
randfor,203,-108.4138188,40.83703122,17.1049995,16.3904991,02inctemp
randfor,203,-108.4138188,40.83703122,17.1049995,23.0841007,2inctemp
randfor,203,-108.4138188,40.83703122,17.1049995,23.2612,4inctemp
randfor,203,-108.4138188,40.83703122,17.1049995,14.5935001,ppt10dec
randfor,203,-108.4138188,40.83703122,17.1049995,34.6786003,ppt10inc
randfor,203,-108.4138188,40.83703122,17.1049995,31.5384998,ppt20inc
randfor,204,-108.7154188,40.46303122,3.26191,4.7986498,02inctemp
randfor,204,-108.7154188,40.46303122,3.26191,14.3452997,2inctemp
randfor,204,-108.7154188,40.46303122,3.26191,16.3442993,4inctemp
randfor,204,-108.7154188,40.46303122,3.26191,10.2097998,ppt10dec
randfor,204,-108.7154188,40.46303122,3.26191,16.2059994,ppt10inc
randfor,204,-108.7154188,40.46303122,3.26191,24.2180004,ppt20inc
randfor,205,-108.7038188,40.46303122,7.9166899,9.07267,02inctemp
randfor,205,-108.7038188,40.46303122,7.9166899,16.1898003,2inctemp
randfor,205,-108.7038188,40.46303122,7.9166899,17.7625008,4inctemp
randfor,205,-108.7038188,40.46303122,7.9166899,12.9989996,ppt10dec
randfor,205,-108.7038188,40.46303122,7.9166899,17.0881996,ppt10inc
randfor,205,-108.7038188,40.46303122,7.9166899,25.8589993,ppt20inc
randfor,206,-108.7502188,40.45368122,6.3376298,8.0620203,02inctemp
randfor,206,-108.7502188,40.45368122,6.3376298,14.7208004,2inctemp
randfor,206,-108.7502188,40.45368122,6.3376298,16.2290001,4inctemp
randfor,206,-108.7502188,40.45368122,6.3376298,13.4569998,ppt10dec
randfor,206,-108.7502188,40.45368122,6.3376298,23.2175999,ppt10inc
randfor,206,-108.7502188,40.45368122,6.3376298,24.7837009,ppt20inc
randfor,207,-108.7386188,40.45368122,11.5776997,11.7543001,02inctemp
randfor,207,-108.7386188,40.45368122,11.5776997,16.9507999,2inctemp
randfor,207,-108.7386188,40.45368122,11.5776997,17.1389999,4inctemp
randfor,207,-108.7386188,40.45368122,11.5776997,12.1066999,ppt10dec
randfor,207,-108.7386188,40.45368122,11.5776997,21.6634007,ppt10inc
randfor,207,-108.7386188,40.45368122,11.5776997,25.2849998,ppt20inc
randfor,208,-108.7154188,40.45368122,1.55415,3.1379499,02inctemp
randfor,208,-108.7154188,40.45368122,1.55415,14.0206003,2inctemp
randfor,208,-108.7154188,40.45368122,1.55415,16.1399002,4inctemp
randfor,208,-108.7154188,40.45368122,1.55415,9.17348,ppt10dec
randfor,208,-108.7154188,40.45368122,1.55415,18.3038006,ppt10inc
randfor,208,-108.7154188,40.45368122,1.55415,25.0293007,ppt20inc
randfor,209,-108.6458188,40.45368122,7.6671801,8.7894001,02inctemp
randfor,209,-108.6458188,40.45368122,7.6671801,15.2757998,2inctemp
randfor,209,-108.6458188,40.45368122,7.6671801,15.3554001,4inctemp
randfor,209,-108.6458188,40.45368122,7.6671801,13.1829996,ppt10dec
randfor,209,-108.6458188,40.45368122,7.6671801,17.6105003,ppt10inc
randfor,209,-108.6458188,40.45368122,7.6671801,27.5531006,ppt20inc
randfor,210,-108.7386188,40.44433122,11.5776997,11.7543001,02inctemp
randfor,210,-108.7386188,40.44433122,11.5776997,16.9507999,2inctemp
randfor,210,-108.7386188,40.44433122,11.5776997,17.1389999,4inctemp
randfor,210,-108.7386188,40.44433122,11.5776997,12.1066999,ppt10dec
randfor,210,-108.7386188,40.44433122,11.5776997,21.6634007,ppt10inc
randfor,210,-108.7386188,40.44433122,11.5776997,25.2849998,ppt20inc
randfor,211,-113.3670188,44.71728122,30.5554008,29.0468006,02inctemp
randfor,211,-113.3670188,44.71728122,30.5554008,34.0620995,2inctemp
randfor,211,-113.3670188,44.71728122,30.5554008,34.4846992,4inctemp
randfor,211,-113.3670188,44.71728122,30.5554008,27.4582996,ppt10dec
randfor,211,-113.3670188,44.71728122,30.5554008,24.5585995,ppt10inc
randfor,211,-113.3670188,44.71728122,30.5554008,22.8528996,ppt20inc
randfor,212,-110.4902188,41.91228122,8.7237797,8.3555498,02inctemp
randfor,212,-110.4902188,41.91228122,8.7237797,10.6660995,2inctemp
randfor,212,-110.4902188,41.91228122,8.7237797,12.0108995,4inctemp
randfor,212,-110.4902188,41.91228122,8.7237797,7.4482198,ppt10dec
randfor,212,-110.4902188,41.91228122,8.7237797,11.8972998,ppt10inc
randfor,212,-110.4902188,41.91228122,8.7237797,18.0349998,ppt20inc
randfor,213,-110.4786188,41.91228122,4.5632401,4.6478901,02inctemp
randfor,213,-110.4786188,41.91228122,4.5632401,7.7581401,2inctemp
randfor,213,-110.4786188,41.91228122,4.5632401,11.8893003,4inctemp
randfor,213,-110.4786188,41.91228122,4.5632401,6.1676898,ppt10dec
randfor,213,-110.4786188,41.91228122,4.5632401,12.0333004,ppt10inc
randfor,213,-110.4786188,41.91228122,4.5632401,16.2863998,ppt20inc
randfor,214,-110.4786188,41.90293122,5.72752,5.7407098,02inctemp
randfor,214,-110.4786188,41.90293122,5.72752,9.4941301,2inctemp
randfor,214,-110.4786188,41.90293122,5.72752,11.8596001,4inctemp
randfor,214,-110.4786188,41.90293122,5.72752,6.3789401,ppt10dec
randfor,214,-110.4786188,41.90293122,5.72752,11.7510004,ppt10inc
randfor,214,-110.4786188,41.90293122,5.72752,17.0699005,ppt20inc
randfor,215,-110.4902188,41.89358122,5.9309201,5.7733002,02inctemp
randfor,215,-110.4902188,41.89358122,5.9309201,8.5608997,2inctemp
randfor,215,-110.4902188,41.89358122,5.9309201,9.6132097,4inctemp
randfor,215,-110.4902188,41.89358122,5.9309201,4.7074699,ppt10dec
randfor,215,-110.4902188,41.89358122,5.9309201,8.6467896,ppt10inc
randfor,215,-110.4902188,41.89358122,5.9309201,15.5404997,ppt20inc
randfor,216,-110.4786188,41.89358122,4.9072099,5.2358298,02inctemp
randfor,216,-110.4786188,41.89358122,4.9072099,9.0996199,2inctemp
randfor,216,-110.4786188,41.89358122,4.9072099,10.7596998,4inctemp
randfor,216,-110.4786188,41.89358122,4.9072099,6.0222101,ppt10dec
randfor,216,-110.4786188,41.89358122,4.9072099,13.4349003,ppt10inc
randfor,216,-110.4786188,41.89358122,4.9072099,19.9167995,ppt20inc
randfor,217,-110.4554188,41.89358122,5.7189498,5.8115902,02inctemp
randfor,217,-110.4554188,41.89358122,5.7189498,9.2195902,2inctemp
randfor,217,-110.4554188,41.89358122,5.7189498,10.9011002,4inctemp
randfor,217,-110.4554188,41.89358122,5.7189498,5.5372701,ppt10dec
randfor,217,-110.4554188,41.89358122,5.7189498,11.3569002,ppt10inc
randfor,217,-110.4554188,41.89358122,5.7189498,19.4076004,ppt20inc
randfor,218,-110.4670188,41.88423122,5.7189498,5.8115902,02inctemp
randfor,218,-110.4670188,41.88423122,5.7189498,9.2195902,2inctemp
randfor,218,-110.4670188,41.88423122,5.7189498,10.9011002,4inctemp
randfor,218,-110.4670188,41.88423122,5.7189498,5.5372701,ppt10dec
randfor,218,-110.4670188,41.88423122,5.7189498,11.3569002,ppt10inc
randfor,218,-110.4670188,41.88423122,5.7189498,19.4076004,ppt20inc
randfor,219,-110.4554188,41.88423122,5.7189498,5.8115902,02inctemp
randfor,219,-110.4554188,41.88423122,5.7189498,9.2195902,2inctemp
randfor,219,-110.4554188,41.88423122,5.7189498,10.9011002,4inctemp
randfor,219,-110.4554188,41.88423122,5.7189498,5.5372701,ppt10dec
randfor,219,-110.4554188,41.88423122,5.7189498,11.3569002,ppt10inc
randfor,219,-110.4554188,41.88423122,5.7189498,19.4076004,ppt20inc
randfor,220,-110.4322188,41.88423122,2.7749701,3.4286101,02inctemp
randfor,220,-110.4322188,41.88423122,2.7749701,6.2793798,2inctemp
randfor,220,-110.4322188,41.88423122,2.7749701,7.3674502,4inctemp
randfor,220,-110.4322188,41.88423122,2.7749701,4.3048201,ppt10dec
randfor,220,-110.4322188,41.88423122,2.7749701,8.7919998,ppt10inc
randfor,220,-110.4322188,41.88423122,2.7749701,18.2416,ppt20inc
randfor,221,-110.4902188,41.86553122,5.3378901,5.8822999,02inctemp
randfor,221,-110.4902188,41.86553122,5.3378901,8.9713602,2inctemp
randfor,221,-110.4902188,41.86553122,5.3378901,10.2517996,4inctemp
randfor,221,-110.4902188,41.86553122,5.3378901,4.8391399,ppt10dec
randfor,221,-110.4902188,41.86553122,5.3378901,9.1414499,ppt10inc
randfor,221,-110.4902188,41.86553122,5.3378901,17.1767998,ppt20inc
randfor,222,-110.4322188,41.85618122,3.20082,3.6698899,02inctemp
randfor,222,-110.4322188,41.85618122,3.20082,7.5462098,2inctemp
randfor,222,-110.4322188,41.85618122,3.20082,7.1672001,4inctemp
randfor,222,-110.4322188,41.85618122,3.20082,4.9756298,ppt10dec
randfor,222,-110.4322188,41.85618122,3.20082,11.0771999,ppt10inc
randfor,222,-110.4322188,41.85618122,3.20082,16.6914005,ppt20inc
randfor,223,-110.8034188,41.64113122,18.2269001,18.2705002,02inctemp
randfor,223,-110.8034188,41.64113122,18.2269001,22.0457001,2inctemp
randfor,223,-110.8034188,41.64113122,18.2269001,22.5767002,4inctemp
randfor,223,-110.8034188,41.64113122,18.2269001,13.3774004,ppt10dec
randfor,223,-110.8034188,41.64113122,18.2269001,20.1473007,ppt10inc
randfor,223,-110.8034188,41.64113122,18.2269001,26.6942005,ppt20inc
randfor,224,-110.4786188,41.93098122,7.5357599,7.5781202,02inctemp
randfor,224,-110.4786188,41.93098122,7.5357599,9.9447498,2inctemp
randfor,224,-110.4786188,41.93098122,7.5357599,12.5846996,4inctemp
randfor,224,-110.4786188,41.93098122,7.5357599,7.71417,ppt10dec
randfor,224,-110.4786188,41.93098122,7.5357599,11.9266996,ppt10inc
randfor,224,-110.4786188,41.93098122,7.5357599,16.3041,ppt20inc
randfor,225,-110.4786188,41.92163122,7.5357599,7.5781202,02inctemp
randfor,225,-110.4786188,41.92163122,7.5357599,9.9447498,2inctemp
randfor,225,-110.4786188,41.92163122,7.5357599,12.5846996,4inctemp
randfor,225,-110.4786188,41.92163122,7.5357599,7.71417,ppt10dec
randfor,225,-110.4786188,41.92163122,7.5357599,11.9266996,ppt10inc
randfor,225,-110.4786188,41.92163122,7.5357599,16.3041,ppt20inc
randfor,226,-110.4670188,41.91228122,5.1645198,5.3062301,02inctemp
randfor,226,-110.4670188,41.91228122,5.1645198,8.7099199,2inctemp
randfor,226,-110.4670188,41.91228122,5.1645198,11.3659,4inctemp
randfor,226,-110.4670188,41.91228122,5.1645198,6.6086102,ppt10dec
randfor,226,-110.4670188,41.91228122,5.1645198,10.6096001,ppt10inc
randfor,226,-110.4670188,41.91228122,5.1645198,16.0944004,ppt20inc
randfor,227,-110.4670188,41.90293122,6.5745602,6.5601602,02inctemp
randfor,227,-110.4670188,41.90293122,6.5745602,9.4148102,2inctemp
randfor,227,-110.4670188,41.90293122,6.5745602,10.7518997,4inctemp
randfor,227,-110.4670188,41.90293122,6.5745602,5.9261599,ppt10dec
randfor,227,-110.4670188,41.90293122,6.5745602,11.7498999,ppt10inc
randfor,227,-110.4670188,41.90293122,6.5745602,19.4692001,ppt20inc
randfor,228,-110.4670188,41.89358122,5.7189498,5.8115902,02inctemp
randfor,228,-110.4670188,41.89358122,5.7189498,9.2195902,2inctemp
randfor,228,-110.4670188,41.89358122,5.7189498,10.9011002,4inctemp
randfor,228,-110.4670188,41.89358122,5.7189498,5.5372701,ppt10dec
randfor,228,-110.4670188,41.89358122,5.7189498,11.3569002,ppt10inc
randfor,228,-110.4670188,41.89358122,5.7189498,19.4076004,ppt20inc
randfor,229,-110.9542188,41.75333122,12.2653999,11.9624996,02inctemp
randfor,229,-110.9542188,41.75333122,12.2653999,19.1189003,2inctemp
randfor,229,-110.9542188,41.75333122,12.2653999,20.7262001,4inctemp
randfor,229,-110.9542188,41.75333122,12.2653999,12.1114998,ppt10dec
randfor,229,-110.9542188,41.75333122,12.2653999,17.0268993,ppt10inc
randfor,229,-110.9542188,41.75333122,12.2653999,32.6925011,ppt20inc
randfor,230,-107.3002188,38.51823122,11.1494999,11.1794996,02inctemp
randfor,230,-107.3002188,38.51823122,11.1494999,11.3000002,2inctemp
randfor,230,-107.3002188,38.51823122,11.1494999,12.6962996,4inctemp
randfor,230,-107.3002188,38.51823122,11.1494999,14.7446003,ppt10dec
randfor,230,-107.3002188,38.51823122,11.1494999,18.6131001,ppt10inc
randfor,230,-107.3002188,38.51823122,11.1494999,26.8369999,ppt20inc
randfor,231,-107.3002188,38.50888122,25.2919998,24.5983009,02inctemp
randfor,231,-107.3002188,38.50888122,25.2919998,22.5326996,2inctemp
randfor,231,-107.3002188,38.50888122,25.2919998,21.2672005,4inctemp
randfor,231,-107.3002188,38.50888122,25.2919998,21.6863003,ppt10dec
randfor,231,-107.3002188,38.50888122,25.2919998,27.8442001,ppt10inc
randfor,231,-107.3002188,38.50888122,25.2919998,32.3498001,ppt20inc
randfor,232,-107.3002188,38.49953122,25.2919998,24.5983009,02inctemp
randfor,232,-107.3002188,38.49953122,25.2919998,22.5326996,2inctemp
randfor,232,-107.3002188,38.49953122,25.2919998,21.2672005,4inctemp
randfor,232,-107.3002188,38.49953122,25.2919998,21.6863003,ppt10dec
randfor,232,-107.3002188,38.49953122,25.2919998,27.8442001,ppt10inc
randfor,232,-107.3002188,38.49953122,25.2919998,32.3498001,ppt20inc
randfor,233,-107.2886188,38.49018122,21.7705994,21.9575996,02inctemp
randfor,233,-107.2886188,38.49018122,21.7705994,20.6154003,2inctemp
randfor,233,-107.2886188,38.49018122,21.7705994,20,4inctemp
randfor,233,-107.2886188,38.49018122,21.7705994,18.3197002,ppt10dec
randfor,233,-107.2886188,38.49018122,21.7705994,23.1205997,ppt10inc
randfor,233,-107.2886188,38.49018122,21.7705994,28.4510994,ppt20inc
randfor,234,-107.2190188,38.48083122,16.6201,16.7518997,02inctemp
randfor,234,-107.2190188,38.48083122,16.6201,15.5604,2inctemp
randfor,234,-107.2190188,38.48083122,16.6201,16.2810993,4inctemp
randfor,234,-107.2190188,38.48083122,16.6201,16.7296009,ppt10dec
randfor,234,-107.2190188,38.48083122,16.6201,21.7703991,ppt10inc
randfor,234,-107.2190188,38.48083122,16.6201,25.9097004,ppt20inc
randfor,235,-107.2654188,38.47148122,26.7094994,26.0764999,02inctemp
