"longitude","latitude","LT_data","extra","outlier","climate","rings","Comp.1","Comp.2","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","site"
-107.404618792539,38.4340812209583,1,0,0,"cold.Psummer","mid",3.71958265771615,-2.42847088128118,33,188,42,8722,256,-191,447,136,75,142,-83,417,50,24,21,138,87,121,91,290
-106.847818792539,40.2853812209583,0,1,0,"cold.Psummer","mid",4.22634718370369,-2.26023468463514,40,176,40,8860,270,-160,430,145,-59,152,-77,469,43,33,6,123,110,121,114,291
-107.265418792539,38.4434312209583,1,0,0,"cold.Psummer","mid",4.34854672513693,-2.66390366336444,24,188,41,8889,247,-205,452,128,67,134,-95,422,52,24,22,141,84,124,96,292
-106.476618792539,38.5088812209583,0,1,0,"cold.Psummer","mid",5.22710573409241,-2.35015558549629,15,178,40,8882,231,-208,439,120,58,127,-103,427,54,27,23,142,85,131,106,293
-106.534618792539,38.8361312209583,0,1,1,"cold.Psummer","outer",6.20806386350325,-2.37226028957427,5,176,40,8896,219,-220,439,111,44,116,-112,458,53,29,19,144,95,133,114,294
-106.720218792539,38.8267812209583,0,1,1,"cold.Psummer","outer",6.93043697253105,-1.94570902789742,1,175,39,8911,215,-223,438,107,41,112,-117,507,54,30,17,149,101,136,136,295
-111.441418792539,36.8258812209583,0,1,0,"warm.Psummer","mid",-5.96253811708922,-1.10064272827717,125,142,36,8846,337,-57,394,232,168,241,13,127,19,6,34,47,21,40,32,296
-109.655018792539,37.4149312209583,0,1,0,"warm.Psummer","mid",-4.97320299462386,-1.1978860949762,123,167,38,9299,351,-79,430,191,171,244,3,214,28,7,29,72,33,51,53,297
-109.771018792539,38.1535812209583,1,0,0,"warm.Psummer","mid",-4.09486167038841,-1.54476824826374,117,161,37,9334,346,-86,432,184,164,238,-4,237,29,9,26,79,44,59,52,298
-109.747818792539,38.1535812209583,1,0,0,"warm.Psummer","mid",-4.17500154340334,-1.58285133660656,118,162,37,9359,348,-86,434,185,165,239,-3,235,29,9,25,78,44,58,52,299
-109.040218792539,37.3214312209583,0,1,0,"warm.Psummer","mid",-4.11123973706236,-1.31917147805167,115,177,39,9228,350,-95,445,183,160,235,-4,256,32,8,27,84,40,57,63,300
-116.591818792539,38.4714812209583,0,1,0,"warm.Psummer","mid",-3.1312708487365,-1.35712846749298,88,170,42,7741,305,-91,396,186,39,190,-8,203,21,12,15,58,41,55,46,301
-109.086618792539,37.3868812209583,1,0,0,"warm.Psummer","mid",-3.571347350876,-1.09097372797504,110,175,39,9161,344,-98,442,178,154,228,-9,279,34,8,27,90,42,61,70,302
-112.671018792539,40.0703312209583,1,0,0,"warm.Psummer","mid",-1.93312048439538,-1.76039280560694,93,153,36,9101,325,-97,422,80,-21,214,-21,260,29,18,16,82,56,58,56,303
-112.682618792539,40.0609812209583,1,0,0,"warm.Psummer","mid",-1.96191425209008,-1.77518004753995,93,153,36,9087,325,-97,422,80,-21,214,-21,259,28,18,16,81,56,58,56,304
-112.705818792539,40.0516312209583,1,0,0,"warm.Psummer","mid",-1.92786503454036,-1.75346422134815,92,153,36,9069,324,-97,421,79,-21,213,-21,259,28,18,16,81,56,58,56,305
-117.612618792539,39.1540312209583,0,1,0,"warm.Psummer","mid",-2.28583759279833,-1.30675466387193,74,181,44,7516,302,-103,405,101,-18,175,-18,210,25,14,17,65,46,52,46,306
-113.981818792539,38.2096812209583,0,1,0,"warm.Psummer","mid",-1.32837678292367,-1.36809691023071,83,169,41,8196,307,-100,407,186,-9,192,-18,305,33,15,20,91,64,78,65,307
-112.787018792539,38.2003312209583,1,0,0,"warm.Psummer","mid",-1.31318440233605,-1.60477838825498,84,179,42,8249,312,-105,417,187,-10,193,-19,309,37,15,22,93,65,81,65,308
-112.462218792539,43.4456812209583,1,0,0,"warm.Psummer","mid",-0.370962786220399,-1.78729264013364,59,155,35,9357,296,-139,435,107,171,178,-64,263,35,15,26,91,51,64,64,309
-113.657018792539,41.6224312209583,0,1,0,"warm.Psummer","mid",-0.390824545402514,-1.34430368384195,72,153,36,8746,303,-115,418,108,140,187,-39,289,36,20,19,92,63,78,65,310
-106.349018792539,42.5574312209583,1,0,0,"cold.Psummer","mid",0.600026493831167,-1.2923703431991,60,141,36,8679,282,-109,391,96,-47,176,-47,330,55,14,43,136,44,92,44,311
-114.956218792539,39.4345312209583,0,1,0,"cold.Psummer","mid",0.577160552299976,-1.32152086448018,58,172,41,8007,284,-128,412,43,-30,165,-41,312,34,22,13,93,69,75,69,312
-106.813018792539,36.4331812209583,0,1,0,"cold.Psummer","mid",1.5475527878239,-1.32857207443427,69,181,42,8165,286,-140,426,168,107,174,-37,382,64,20,41,157,65,137,72,313
-109.852218792539,39.5093312209583,0,1,0,"cold.Psummer","mid",2.39427834353279,-1.3135814779342,54,134,34,8703,264,-124,388,123,-55,168,-55,385,40,24,14,114,84,100,84,314
-107.659818792539,38.6117312209583,1,0,0,"cold.Psummer","mid",2.77326702875126,-1.74052674794781,48,179,41,8490,269,-163,432,149,88,156,-63,419,46,24,17,130,90,113,91,315
-107.694618792539,38.5836812209583,1,0,0,"cold.Psummer","mid",2.38260486170989,-1.68683597914797,52,178,41,8472,274,-157,431,154,92,160,-59,412,45,23,18,129,88,111,88,316
-113.923818792539,43.8757812209583,0,1,0,"cold.Psummer","mid",3.32407131491604,-1.32686260620498,18,166,39,8460,245,-172,417,57,85,126,-91,363,42,20,19,109,75,97,95,317
-107.671418792539,38.6023812209583,1,0,0,"cold.Psummer","mid",2.99071876619881,-1.62372769450071,46,178,41,8479,267,-163,430,148,86,154,-64,429,47,24,17,133,92,115,94,318
-112.427418792539,45.6616312209583,0,1,0,"cold.Psummer","mid",4.22743464956028,-1.338415394594,22,146,38,7927,233,-147,380,101,-76,126,-76,422,65,17,39,162,61,144,61,319
-107.543818792539,38.4901812209583,0,1,0,"cold.Psummer","mid",5.22957384994224,-1.43362400740841,25,179,41,8350,241,-186,427,126,63,132,-83,492,56,27,18,156,102,136,111,320
-106.059018792539,40.2386312209583,0,1,1,"cold.Psummer","outer",6.02845564610061,-1.3411666907102,17,165,41,8182,231,-170,401,115,-28,122,-88,501,51,33,13,144,111,143,113,321
-113.042218792539,44.6424812209583,0,1,1,"cold.Psummer","outer",6.97541340154712,-1.2574683692511,-12,152,39,8005,204,-184,388,66,-57,92,-111,465,58,28,22,150,96,138,100,322
-106.581018792539,38.2190312209583,0,1,1,"cold.Psummer","outer",7.55327017860634,-0.951936624707043,4,167,40,8408,208,-204,412,105,42,110,-105,546,66,31,22,176,104,158,132,323
-118.517418792539,39.5373812209583,0,1,1,"warm.Psummer","outer",-6.16146029196341,-0.591253075296372,114,178,42,8173,345,-69,414,150,216,223,13,125,16,6,24,42,23,28,32,324
-114.538618792539,37.5925812209583,0,1,0,"warm.Psummer","mid",-4.87866762178653,-0.277845355305518,121,183,43,8388,351,-74,425,35,158,231,15,224,26,7,25,66,41,53,54,325
-117.775018792539,39.4906312209583,0,1,0,"warm.Psummer","mid",-4.1057549012374,-0.469454786788517,93,179,43,7931,326,-86,412,124,194,199,-4,188,23,10,21,61,36,42,45,326
-110.119018792539,35.7506312209583,0,1,0,"warm.Psummer","mid",-3.16070445434946,-0.401515822827226,104,168,41,8225,316,-85,401,206,140,211,0,267,40,7,40,102,32,82,61,327
-112.729018792539,40.4817312209583,1,0,0,"warm.Psummer","mid",-2.50643325725342,-0.418442552306241,105,135,33,9325,331,-78,409,93,222,229,-12,272,33,17,21,90,57,58,57,328
-112.392618792539,39.7711312209583,1,0,0,"warm.Psummer","mid",-1.87119491447227,-0.584132973659307,92,159,37,8992,326,-98,424,79,212,212,-20,294,31,19,17,93,60,60,67,329
-112.114218792539,39.4812812209583,1,0,0,"warm.Pwinter","mid",-1.84181604292058,0.0329158387911756,95,166,38,9039,332,-98,430,83,214,214,-20,329,36,18,20,102,58,58,86,330
-111.928618792539,39.3036312209583,0,1,0,"warm.Psummer","mid",-2.23367256085069,-0.433740602394363,93,176,40,8936,331,-106,437,85,209,209,-23,302,32,16,18,92,54,54,77,331
-109.991418792539,37.6206312209583,1,0,0,"warm.Psummer","mid",-2.30996725232839,-0.196568025072816,100,140,35,8776,311,-81,392,166,140,215,-11,291,35,10,27,96,45,76,71,332
-114.875018792539,41.1736312209583,1,0,0,"core","center",-0.910177286282367,-0.509028169971404,62,172,41,8206,295,-121,416,97,164,170,-42,277,35,15,22,87,51,60,69,333
-112.624618792539,40.2666812209583,1,0,0,"warm.Psummer","mid",-1.65038899019656,-0.291922898325372,95,143,34,9079,322,-89,411,82,216,216,-18,300,35,19,19,98,62,62,65,334
-112.624618792539,40.2479812209583,1,0,0,"warm.Psummer","mid",-1.47606397508062,-0.327200964930254,93,145,35,9008,320,-91,411,80,213,213,-19,303,35,20,18,98,64,64,65,335
-112.323018792539,40.1357812209583,1,0,0,"core","center",-0.90162834194207,-0.0776354365039235,91,148,36,8872,317,-93,410,79,209,209,-21,339,37,22,18,107,70,70,73,336
-112.334618792539,40.1264312209583,1,0,0,"core","center",-0.867620728920912,-0.0995448158162323,90,149,36,8870,316,-94,410,78,208,208,-21,338,37,22,18,107,70,70,73,337
-112.369418792539,39.7711312209583,1,0,0,"warm.Psummer","mid",-1.70930535172104,-0.45982167814857,91,159,37,8955,325,-98,423,77,210,210,-21,303,32,19,17,96,61,61,70,338
-112.067818792539,39.2755812209583,1,0,0,"core","center",-0.909472211728691,0.0386575531228081,82,169,39,8719,313,-110,423,71,196,196,-29,343,36,18,17,102,64,64,90,339
-116.603418792539,39.0792312209583,0,1,0,"warm.Psummer","mid",-1.34215343034544,-0.395863912389406,74,165,42,7545,291,-96,387,55,29,175,-17,256,28,17,16,80,54,63,56,340
-113.135018792539,42.8659812209583,1,0,0,"core","center",-0.855265181214112,-0.511343042074494,72,148,36,8839,301,-109,410,113,179,186,-43,286,36,16,22,91,54,64,72,341
-114.863418792539,41.1736312209583,1,0,0,"core","center",-0.704193767738006,-0.405873664176382,60,170,40,8185,293,-122,415,95,163,168,-43,284,36,15,23,90,51,61,72,342
-114.840218792539,41.1642812209583,1,0,0,"core","center",-0.0721870123387706,-0.254984140636673,56,168,40,8116,287,-125,412,89,158,163,-46,308,37,17,21,94,57,66,79,343
-114.840218792539,41.1549312209583,1,0,0,"core","center",-0.340840374388697,-0.182419032136896,57,169,41,8136,289,-123,412,91,160,165,-45,301,37,16,22,93,54,64,78,344
-112.346218792539,40.1264312209583,1,0,0,"core","center",-0.839727236852207,-0.0822714535538422,89,149,36,8834,316,-94,410,76,207,207,-21,339,37,22,18,107,70,70,73,345
-116.417818792539,39.0137812209583,1,0,0,"core","center",-0.201291590942483,-0.354790228020797,61,162,43,7296,271,-105,376,42,-17,159,-27,278,29,19,13,83,58,72,61,346
-112.056218792539,38.9857312209583,0,1,0,"core","center",-0.418148710215141,-0.389719602519295,71,171,41,8329,297,-117,414,59,181,181,-34,322,33,18,13,92,72,72,77,347
-112.578218792539,41.6878812209583,1,0,0,"core","center",0.732352896943307,-0.355334040793764,73,153,36,9099,310,-115,425,113,186,192,-44,398,46,23,17,121,77,84,97,348
-112.613018792539,41.6224312209583,0,1,0,"core","center",0.525557647923637,-0.41019384765701,77,151,35,9132,313,-111,424,116,190,196,-40,393,45,23,17,120,77,84,94,349
-115.153418792539,39.3971312209583,1,0,0,"core","center",0.521409556149081,-0.605253577897811,58,173,41,7999,283,-130,413,43,159,164,-42,319,34,22,12,94,74,75,74,350
-113.042218792539,42.1460312209583,0,1,0,"cold.Psummer","mid",1.42984419486426,-0.441409767326324,61,151,37,8544,290,-117,407,96,128,173,-47,369,46,25,19,116,78,94,88,351
-112.531818792539,41.8655312209583,1,0,0,"cold.Psummer","mid",1.39610893098931,-0.254113788676995,66,155,36,8971,303,-120,423,105,177,183,-50,414,47,25,16,123,81,88,105,352
-106.291018792539,42.4732812209583,1,0,0,"cold.Psummer","mid",2.08093330483505,-0.71216913559372,46,136,36,8311,262,-112,374,79,-54,158,-54,371,57,18,38,146,55,104,55,353
-114.167418792539,39.6869812209583,0,1,0,"cold.Psummer","mid",2.42788481581236,-0.363334623345574,50,167,41,7775,275,-125,400,29,-31,155,-42,398,42,29,12,120,91,92,92,354
-111.348618792539,41.7439812209583,0,1,0,"cold.Psummer","mid",3.28965540707918,-0.391464505484799,28,157,38,8465,253,-151,404,14,139,139,-78,402,40,25,11,113,88,88,99,355
-110.617818792539,46.4657312209583,0,1,0,"cold.Psummer","mid",4.23745918935056,-0.396382128242079,39,141,38,7817,246,-124,370,116,-58,142,-58,463,73,19,44,190,69,162,69,356
-111.685018792539,46.3535312209583,0,1,0,"cold.Psummer","mid",5.20177619311717,-0.386671915554517,29,143,38,7807,237,-137,374,106,-68,132,-68,497,72,22,37,187,81,160,81,357
-112.555018792539,46.2693812209583,0,1,0,"cold.Psummer","mid",6.07103593434586,-0.413536663436498,12,143,38,7648,219,-149,368,87,-82,113,-82,489,68,24,32,174,89,154,89,358
-112.044618792539,45.4746312209583,0,1,1,"cold.Psummer","outer",7.05121594248157,-0.326405640889562,9,142,37,7917,218,-156,374,41,-88,113,-88,535,71,28,28,185,99,159,99,359
-110.687418792539,45.0632312209583,0,1,1,"cold.Psummer","outer",8.18016523470111,-0.4815912416634,10,150,37,8421,231,-165,396,93,-49,119,-96,596,70,38,18,184,130,165,139,360
-110.664218792539,45.0725812209583,0,1,1,"cold.Psummer","outer",8.83065738950964,-0.357394112384904,5,150,37,8383,225,-170,395,87,-54,114,-100,618,71,40,17,187,137,169,148,361
-107.033418792539,38.8828812209583,1,0,0,"cold.Psummer","outer",8.91023074743634,-0.163633667743753,-9,158,39,8149,191,-207,398,90,23,95,-112,610,62,34,17,172,123,156,162,362
-115.373818792539,36.4986312209583,0,1,1,"warm.Pwinter","outer",-7.96334560591541,0.860266601975106,160,165,42,8080,370,-22,392,77,195,266,60,138,17,4,30,43,21,36,38,363
-112.589818792539,36.4051312209583,0,1,1,"warm.Pwinter","outer",-6.8185882940513,0.315071404656636,157,171,42,8400,376,-27,403,260,195,267,52,223,31,7,32,73,31,61,59,364
-112.671018792539,36.4425312209583,0,1,0,"warm.Pwinter","mid",-6.032490553297,0.57399193153842,150,169,42,8222,366,-32,398,251,186,257,47,246,34,8,31,80,35,67,66,365
-119.317818792539,39.2007812209583,0,1,0,"warm.Pwinter","mid",-5.06705843571019,0.525086159806409,102,192,46,7719,334,-83,417,7,199,205,7,151,18,9,24,49,29,32,49,366
-118.633418792539,40.6500312209583,0,1,0,"warm.Pwinter","mid",-4.14202768017139,0.605115268152675,94,174,42,7997,327,-83,410,2,195,202,-3,200,21,8,25,61,31,39,58,367
-117.508218792539,42.9220812209583,0,1,0,"warm.Pwinter","mid",-3.21723409237079,0.539318403059893,88,176,43,7796,322,-84,406,122,184,191,-9,256,29,10,26,79,39,50,69,368
-116.127818792539,40.2199312209583,1,0,0,"warm.Pwinter","mid",-2.74146442659646,0.485214366339925,90,163,39,8339,324,-88,412,75,196,201,-13,274,32,11,26,88,43,51,72,369
-116.139418792539,40.1918812209583,1,0,0,"warm.Pwinter","mid",-2.5132567146296,0.53219828641403,88,162,39,8317,321,-89,410,73,194,199,-15,282,33,11,25,91,45,52,73,370
-116.174218792539,40.1731812209583,1,0,0,"warm.Pwinter","mid",-2.41099165328088,0.554282999074469,88,161,39,8309,320,-88,408,72,194,199,-14,285,33,12,24,91,46,54,74,371
-116.174218792539,40.1638312209583,1,0,0,"warm.Pwinter","mid",-2.23255799096503,0.64529887439532,87,160,39,8271,318,-89,407,71,192,197,-15,293,34,12,24,94,47,55,76,372
-116.696218792539,39.7243812209583,1,0,0,"warm.Pwinter","mid",-2.69414304736783,0.670621603879244,91,162,40,8077,319,-80,399,73,195,200,-6,268,32,13,24,90,46,53,66,373
-116.684618792539,39.7243812209583,1,0,0,"warm.Pwinter","mid",-2.61165605543313,0.660514715670157,90,162,40,8078,318,-80,398,72,195,199,-7,270,32,13,24,91,47,54,66,374
-116.673018792539,39.7243812209583,1,0,0,"warm.Pwinter","mid",-2.4447980994899,0.794285105606118,88,160,40,8030,315,-81,396,70,192,196,-8,274,33,13,24,92,47,54,68,375
-116.696218792539,39.7150312209583,1,0,0,"warm.Pwinter","mid",-2.67364834664227,0.684052861603863,91,162,40,8060,319,-80,399,73,195,199,-6,269,32,13,24,91,46,53,66,376
-116.487418792539,37.9011312209583,0,1,0,"warm.Pwinter","mid",-2.2487237914347,0.542800308685951,84,157,41,7581,291,-85,376,4,112,185,-8,227,24,13,17,66,48,58,61,377
-118.993018792539,42.0899312209583,1,0,0,"warm.Pwinter","mid",-1.64253608068912,0.976039137474356,64,168,44,7247,285,-96,381,91,157,162,-23,271,30,11,24,81,45,55,71,378
-115.559418792539,40.8931312209583,0,1,0,"warm.Pwinter","mid",-1.35668275477645,0.531300538011922,72,174,41,8220,309,-112,421,62,174,180,-33,317,37,12,28,101,45,57,89,379
-112.276618792539,40.1825312209583,1,0,0,"core","center",-0.951053620308056,0.0687740848025072,93,145,35,8923,318,-89,407,82,212,212,-19,342,38,22,19,110,69,69,74,380
-112.067818792539,39.6682812209583,1,0,0,"core","center",-1.08640379052298,0.184192593392969,92,162,38,8911,327,-97,424,79,210,210,-21,357,39,21,18,110,67,67,90,381
-114.886618792539,40.5845812209583,0,1,0,"core","center",-0.374267259338918,0.561957151336551,66,161,40,8116,291,-111,402,53,168,173,-35,328,37,16,21,101,57,65,86,382
-112.659418792539,40.5845812209583,1,0,0,"core","center",0.00147839105308566,0.940282611733361,88,133,33,8891,309,-86,395,73,207,207,-21,391,45,22,21,128,74,74,92,383
-111.917018792539,40.4256312209583,1,0,0,"core","center",-0.852720507986004,0.632883343847378,96,145,35,8880,321,-86,407,89,212,212,-18,371,43,20,20,119,69,69,88,384
-112.253418792539,40.2666812209583,1,0,0,"core","center",-0.0982455648851398,0.926139525076808,92,138,34,8802,312,-85,397,81,209,209,-19,399,46,23,22,132,74,74,89,385
-112.462218792539,40.2292812209583,1,0,0,"core","center",-0.69962093356085,0.134653309713932,90,145,35,8852,315,-92,407,77,208,208,-21,348,39,22,19,113,70,70,76,386
-112.462218792539,40.2012312209583,1,0,0,"core","center",-0.692151144861512,0.110959606828417,89,147,36,8827,314,-94,408,75,206,206,-22,346,39,22,20,112,70,70,75,387
-112.044618792539,39.6682812209583,1,0,0,"core","center",-0.833467813805959,0.310077841126603,90,161,38,8854,324,-98,422,76,207,207,-22,367,40,21,17,112,69,69,94,388
-108.483418792539,37.1624812209583,1,0,0,"core","center",-0.315240703960869,0.426293329038171,89,150,37,8451,300,-95,395,154,126,200,-18,404,46,13,26,125,62,100,99,389
-113.633818792539,43.3334812209583,1,0,0,"core","center",0.653474220730449,0.641980746212131,58,154,36,9236,293,-133,426,-48,170,177,-62,342,41,16,30,117,55,66,114,390
-113.529418792539,43.3334812209583,1,0,0,"core","center",0.90151038291605,0.549010580358252,56,153,36,9240,290,-135,425,-49,168,175,-64,347,41,17,29,117,57,69,114,391
-114.886618792539,41.0146812209583,0,1,0,"core","center",0.504302796347709,0.49528234519857,54,164,40,8026,281,-123,404,40,156,160,-46,342,39,18,21,102,60,69,93,392
-114.793818792539,40.5097812209583,1,0,0,"cold.Pwinter","mid",1.08491567314403,0.883128128808559,54,159,40,7941,276,-119,395,36,156,160,-43,375,41,20,19,114,68,76,100,393
-116.510618792539,38.9296312209583,0,1,0,"cold.Pwinter","mid",1.45262703512079,0.57053195937797,45,157,43,7054,251,-114,365,23,55,140,-38,328,34,23,11,94,74,81,79,394
-114.666218792539,39.8365812209583,0,1,0,"cold.Pwinter","mid",2.38023806254225,0.525485489339165,45,163,41,7711,266,-128,394,24,146,149,-47,401,41,27,12,119,87,90,99,395
-111.719818792539,44.2217312209583,0,1,0,"cold.Pwinter","mid",3.35536808119996,0.498614158711455,38,149,35,9149,267,-149,416,-66,149,155,-80,438,47,23,23,133,76,94,132,396
-111.789418792539,44.3152312209583,0,1,0,"cold.Pwinter","mid",4.24422998195752,0.54183922001374,28,149,35,9155,256,-160,416,-75,139,145,-90,456,50,24,22,142,80,97,140,397
-110.246618792539,40.9398812209583,0,1,0,"cold.Pwinter","mid",5.10704487449623,0.433627705044548,18,135,36,8066,225,-143,368,-6,125,125,-78,443,42,33,7,122,105,105,108,398
-107.694618792539,39.8552812209583,0,1,1,"cold.Pwinter","outer",6.14418479049281,0.402135386685432,23,158,40,8046,234,-159,393,5,104,129,-76,534,55,35,11,147,125,128,128,399
-110.652618792539,46.4937812209583,0,1,1,"cold.Pwinter","outer",7.02589259733082,0.51973702635472,22,139,38,7569,225,-134,359,97,-70,123,-70,576,84,27,36,218,98,185,98,400
-111.847418792539,45.0912812209583,0,1,1,"cold.Pwinter","outer",7.98526034634064,0.27140618763047,5,143,37,8284,219,-166,385,40,72,112,-99,569,68,37,19,178,125,151,131,401
-111.870618792539,45.0164812209583,0,1,1,"cold.Pwinter","outer",9.04478143552289,0.491915448038531,-7,144,37,8225,206,-178,384,26,61,99,-110,606,68,39,17,181,130,154,150,402
-111.940218792539,45.4372312209583,0,1,1,"cold.Pwinter","outer",9.73176553105771,0.471947269418873,-8,140,37,7813,199,-170,369,22,-52,95,-103,624,76,39,20,200,136,172,136,403
-106.453418792539,38.6865312209583,0,1,1,"cold.Pwinter","outer",10.9552834332076,0.699718503506197,-19,146,39,7856,171,-201,372,79,11,83,-115,681,74,40,18,200,140,186,173,404
-117.102218792539,36.5827812209583,0,1,1,"warm.Pwinter","outer",-11.2624141630487,1.82402179378503,208,164,38,9024,426,5,421,119,252,325,93,76,13,2,46,33,10,12,31,405
-116.301818792539,36.4051312209583,0,1,1,"warm.Pwinter","outer",-9.72161883504231,1.41354324764582,185,165,40,8589,399,-9,408,99,225,297,78,100,15,3,40,38,14,23,37,406
-115.594218792539,35.8160812209583,0,1,1,"warm.Pwinter","outer",-8.90913077502021,1.48391654876258,177,153,39,8242,383,-1,384,93,214,285,75,125,18,3,39,42,15,34,39,407
-113.912218792539,37.0035312209583,0,1,1,"warm.Pwinter","outer",-7.83382860610197,1.45145548255958,170,164,40,8784,389,-19,408,81,210,285,60,190,25,4,36,69,25,39,59,408
-115.501418792539,36.4518812209583,0,1,1,"warm.Pwinter","outer",-7.21479924620193,1.51812806671211,151,161,42,7914,358,-24,382,69,185,256,54,161,20,4,34,53,23,41,49,409
-115.292618792539,36.7978312209583,0,1,0,"warm.Pwinter","mid",-5.7860222129601,1.58187111404658,136,159,42,7811,342,-35,377,55,169,240,41,201,24,6,31,64,32,51,59,410
-119.190218792539,40.7341812209583,0,1,0,"warm.Pwinter","mid",-4.96080602248595,1.4155838110147,107,172,42,7970,338,-67,405,14,207,214,9,191,22,7,31,65,27,33,62,411
-119.167018792539,41.3045312209583,0,1,0,"warm.Pwinter","mid",-4.03792430810377,1.37841540952473,98,168,42,7910,327,-73,400,6,198,204,1,216,25,8,27,73,32,40,67,412
-114.086218792539,37.3681812209583,0,1,0,"warm.Pwinter","mid",-3.2168000183573,1.44317267055321,113,166,41,8058,330,-66,396,29,147,220,13,302,38,8,27,98,49,65,84,413
-118.459418792539,43.2212812209583,1,0,0,"warm.Pwinter","mid",-2.27905734183537,1.57925867530996,79,164,42,7544,301,-85,386,-10,173,179,-16,263,30,10,27,85,40,50,75,414
-118.192618792539,43.0436312209583,1,0,0,"warm.Pwinter","mid",-2.65495595184181,1.20252505463092,83,168,42,7628,309,-84,393,-7,178,184,-12,255,28,10,25,79,40,50,70,415
-118.192618792539,43.0342812209583,1,0,0,"warm.Pwinter","mid",-2.65481030666667,1.19983691935189,83,168,42,7634,309,-84,393,-7,178,184,-12,255,28,10,25,79,40,50,70,416
-114.132618792539,42.8753312209583,1,0,0,"warm.Pwinter","mid",-1.98309675923122,1.86857530630078,81,148,36,8825,310,-95,405,-22,189,195,-33,279,36,8,38,106,34,41,98,417
-114.121018792539,42.8753312209583,1,0,0,"warm.Pwinter","mid",-1.91884301775839,1.89156169451708,81,148,36,8845,309,-96,405,-22,189,195,-34,281,37,8,38,107,34,41,99,418
-114.144218792539,42.8659812209583,1,0,0,"warm.Pwinter","mid",-2.08566262497789,1.85822321405796,82,148,36,8837,311,-93,404,-20,191,197,-32,276,36,8,37,105,33,41,97,419
-114.132618792539,42.8659812209583,1,0,0,"warm.Pwinter","mid",-1.97516975471047,1.86910518861655,81,148,36,8804,309,-95,404,-21,189,195,-33,279,36,8,37,105,34,41,98,420
-119.491818792539,42.7163812209583,1,0,0,"warm.Pwinter","mid",-2.09953503511808,1.5381378037901,75,162,44,6939,289,-76,365,100,163,168,-9,272,31,11,25,85,45,56,67,421
-119.433818792539,42.7163812209583,1,0,0,"warm.Pwinter","mid",-2.13881459954922,1.50022262773669,75,162,44,6935,289,-76,365,101,164,168,-9,269,30,11,24,83,45,56,67,422
-118.888618792539,42.3423812209583,1,0,0,"warm.Pwinter","mid",-2.48319798036204,1.07952002006428,76,169,44,7184,296,-84,380,105,167,173,-11,257,29,10,25,78,42,52,66,423
-119.433818792539,42.2208312209583,1,0,0,"warm.Pwinter","mid",-1.97980320583382,1.73881829928354,73,163,44,7077,289,-80,369,58,164,168,-12,279,30,11,25,84,44,54,74,424
-119.039418792539,42.1366812209583,1,0,0,"warm.Pwinter","mid",-1.8036279620139,0.998006546088022,67,169,44,7195,287,-93,380,94,159,163,-20,268,29,11,24,81,45,55,70,425
-116.881818792539,41.5476312209583,1,0,0,"warm.Pwinter","mid",-2.03845869976251,1.37794313453194,74,172,42,7731,308,-95,403,-13,172,178,-21,278,32,10,29,93,40,51,83,426
-114.654618792539,37.6580312209583,0,1,0,"warm.Pwinter","mid",-2.2469098005565,1.4493536628175,99,160,41,7902,314,-72,386,16,131,205,4,314,36,10,24,97,56,71,87,427
-117.821418792539,44.0721312209583,1,0,0,"warm.Pwinter","mid",-1.11269872852934,1.78139085869631,77,154,37,8544,308,-98,406,-24,183,189,-32,308,42,11,35,116,45,57,105,428
-117.798218792539,44.0627812209583,1,0,0,"warm.Pwinter","mid",-1.35955939650016,1.7237204062169,80,154,37,8554,311,-95,406,-21,186,192,-29,302,41,11,34,113,44,56,102,429
-119.712218792539,43.5391812209583,1,0,0,"warm.Pwinter","mid",-1.7118085090409,1.60404089771358,74,156,41,7485,291,-86,377,-14,168,173,-20,255,32,12,26,87,45,52,72,430
-117.775018792539,43.4830812209583,1,0,0,"warm.Pwinter","mid",-1.51276613566124,1.69394682235969,76,164,40,7982,307,-94,401,-18,175,182,-25,304,37,11,30,105,43,55,95,431
-117.763418792539,43.4830812209583,1,0,0,"warm.Pwinter","mid",-1.54595442495579,1.64189517883195,76,164,40,8000,307,-94,401,-18,176,182,-25,303,36,11,30,104,43,55,94,432
-114.109418792539,42.8753312209583,1,0,0,"warm.Pwinter","mid",-1.7597889763529,1.87647548829803,79,148,36,8818,308,-97,405,-23,187,194,-35,285,37,9,38,108,35,42,100,433
-117.137018792539,42.3704312209583,1,0,0,"warm.Pwinter","mid",-1.44547228380267,1.56934035451873,69,173,43,7612,302,-99,401,-17,166,172,-24,307,34,11,28,100,44,56,91,434
-117.137018792539,42.3610812209583,1,0,0,"warm.Pwinter","mid",-1.29255972419157,1.62989301383977,67,173,43,7586,300,-100,400,-18,164,170,-25,312,35,11,28,102,44,57,93,435
-115.327418792539,42.3236812209583,1,0,0,"warm.Pwinter","mid",-1.52516078115678,1.24967834837359,71,169,41,7982,303,-105,408,-20,170,176,-30,289,33,11,30,99,41,52,88,436
-115.327418792539,42.3143312209583,1,0,0,"warm.Pwinter","mid",-1.50953203765815,1.24026184280226,70,170,41,7969,303,-105,408,-20,170,175,-30,289,33,11,30,99,41,52,88,437
