"","STATE","SOURCE","LATITUDE","LONGITUDE","SUB.SPP","Year"
"1","Wyoming","VegBank",44.59011,-104.71524,"Artemisia tridentata Nutt.",1996
"2","North Dakota","VegBank",47.592387844,-103.297534961,"Artemisia tridentata Nutt.",1997
"3","North Dakota","VegBank",47.606110059,-103.334889092,"Artemisia tridentata Nutt.",1997
"4","North Dakota","VegBank",47.60649834,-103.330033707,"Artemisia tridentata Nutt.",1997
"5","North Dakota","VegBank",47.570165054,-103.317242151,"Artemisia tridentata Nutt.",1997
"6","North Dakota","VegBank",46.974386434,-103.434364157,"Artemisia tridentata Nutt.",1997
"7","North Dakota","VegBank",46.973486851,-103.436362537,"Artemisia tridentata Nutt.",1997
"8","North Dakota","VegBank",47.601299017,-103.39182229,"Artemisia tridentata Nutt.",1997
"9","North Dakota","VegBank",47.628300922,-103.40264056,"Artemisia tridentata Nutt.",1997
"10","North Dakota","VegBank",46.974840416,-103.490925416,"Artemisia tridentata Nutt.",1997
"11","North Dakota","VegBank",46.928385856,-103.443824298,"Artemisia tridentata Nutt.",1997
"12","North Dakota","VegBank",46.91145396,-103.425089323,"Artemisia tridentata Nutt.",1997
"13","North Dakota","VegBank",46.937868898,-103.511988514,"Artemisia tridentata Nutt.",1997
"14","North Dakota","VegBank",46.919763712,-103.331382467,"Artemisia tridentata Nutt.",1997
"15","North Dakota","VegBank",46.920928109,-103.331622114,"Artemisia tridentata Nutt.",1997
"16","North Dakota","VegBank",46.925055628,-103.400718126,"Artemisia tridentata Nutt.",1997
"17","North Dakota","VegBank",47.009172042,-103.545858687,"Artemisia tridentata Nutt.",1997
"18","North Dakota","VegBank",47.681807179,-103.385524427,"Artemisia tridentata Nutt.",1997
"19","North Dakota","VegBank",46.913439568,-103.486859639,"Artemisia tridentata Nutt.",1997
"20","North Dakota","VegBank",46.911541793,-103.486939355,"Artemisia tridentata Nutt.",1997
"21","North Dakota","VegBank",46.912181494,-103.493132931,"Artemisia tridentata Nutt.",1997
"22","North Dakota","VegBank",46.913266876,-103.493548994,"Artemisia tridentata Nutt.",1997
"23","North Dakota","VegBank",47.548387702,-103.39364161,"Artemisia tridentata Nutt.",1997
"24","North Dakota","VegBank",47.542258596,-103.354866128,"Artemisia tridentata Nutt.",1997
"25","North Dakota","VegBank",47.60069435,-103.344293735,"Artemisia tridentata Nutt.",1997
"26","North Dakota","VegBank",47.612514718,-103.372968831,"Artemisia tridentata Nutt.",1997
"27","North Dakota","VegBank",47.582239692,-103.393031406,"Artemisia tridentata Nutt.",1997
"28","North Dakota","VegBank",47.609435137,-103.417811819,"Artemisia tridentata Nutt.",1997
"29","Utah","VegBank",37.153504183,-112.882387012,"Artemisia tridentata Nutt.",2000
"30","Utah","VegBank",37.163422766,-112.867880476,"Artemisia tridentata Nutt.",2000
"32","Utah","VegBank",37.249793611,-112.930261694,"Artemisia tridentata Nutt.",2000
"34","Utah","VegBank",37.505004475,-113.196898505,"Artemisia tridentata Nutt.",2000
"36","Utah","VegBank",37.227218614,-113.017181349,"Artemisia tridentata Nutt.",2000
"38","Utah","VegBank",37.351391255,-113.104763841,"Artemisia tridentata Nutt.",2000
"39","Utah","VegBank",37.237115219,-112.876281385,"Artemisia tridentata Nutt.",1999
"40","Utah","VegBank",37.234206487,-113.105050162,"Artemisia tridentata Nutt.",1999
"41","Utah","VegBank",37.231837946,-113.105964889,"Artemisia tridentata Nutt.",1999
"42","Utah","VegBank",37.366012719,-113.12724687,"Artemisia tridentata Nutt.",2000
"43","Utah","VegBank",37.400513246,-113.189391994,"Artemisia tridentata Nutt.",2000
"44","Utah","VegBank",37.355824792,-113.094636617,"Artemisia tridentata Nutt.",2000
"45","Utah","VegBank",37.501150488,-113.188958037,"Artemisia tridentata Nutt.",2000
"46","Utah","VegBank",37.17386765,-113.070746397,"Artemisia tridentata Nutt.",1999
"47","Utah","VegBank",37.46359584,-113.186109684,"Artemisia tridentata Nutt.",2000
"49","Utah","VegBank",37.238518866,-113.099218361,"Artemisia tridentata Nutt.",2000
"50","Utah","VegBank",37.356679709,-113.041597647,"Artemisia tridentata Nutt.",2000
"51","Utah","VegBank",37.28310933,-112.939888179,"Artemisia tridentata Nutt.",2000
"52","Utah","VegBank",37.378272242,-112.936104458,"Artemisia tridentata Nutt.",2000
"53","Utah","VegBank",37.242313142,-113.074669891,"Artemisia tridentata Nutt.",2000
"54","Utah","VegBank",37.443478997,-113.188643469,"Artemisia tridentata Nutt.",2000
"55","Utah","VegBank",37.443886753,-113.186575641,"Artemisia tridentata Nutt.",2000
"56","Utah","VegBank",37.269396603,-112.90577204,"Artemisia tridentata Nutt.",2000
"57","Utah","VegBank",37.268360372,-112.908553901,"Artemisia tridentata Nutt.",2000
"58","Utah","VegBank",37.212076876,-113.053400501,"Artemisia tridentata Nutt.",2000
"59","Utah","VegBank",37.505763527,-113.197757855,"Artemisia tridentata Nutt.",1999
"60","Utah","VegBank",37.505735875,-113.19779098,"Artemisia tridentata Nutt.",1999
"64","Utah","VegBank",37.463545301,-113.203394665,"Artemisia tridentata Nutt.",2000
"65","Utah","VegBank",37.359666454,-112.902476348,"Artemisia tridentata Nutt.",1999
"66","Utah","VegBank",37.361181591,-112.902413005,"Artemisia tridentata Nutt.",1999
"67","Utah","VegBank",37.269454052,-113.109121413,"Artemisia tridentata Nutt.",1999
"68","Utah","VegBank",37.344498844,-113.10414237,"Artemisia tridentata Nutt.",1999
"69","Utah","VegBank",37.343839883,-113.103695028,"Artemisia tridentata Nutt.",1999
"70","Utah","VegBank",37.159945087,-112.96855782,"Artemisia tridentata Nutt.",1999
"71","Utah","VegBank",37.222478342,-113.098604513,"Artemisia tridentata Nutt.",1999
"72","Utah","VegBank",37.143601707,-112.900841941,"Artemisia tridentata Nutt.",2000
"73","Utah","VegBank",37.150464661,-112.920155051,"Artemisia tridentata Nutt.",2000
"74","Utah","VegBank",37.151448466,-112.915056781,"Artemisia tridentata Nutt.",2000
"75","Utah","VegBank",37.277369241,-112.900954261,"Artemisia tridentata Nutt.",2000
"76","Utah","VegBank",37.217641686,-113.08105958,"Artemisia tridentata Nutt.",1999
"77","Utah","VegBank",37.449804431,-113.190647744,"Artemisia tridentata Nutt.",2000
"78","Utah","VegBank",37.432787445,-113.194649264,"Artemisia tridentata Nutt.",2000
"79","Utah","VegBank",37.222856409,-113.108273325,"Artemisia tridentata Nutt.",1999
"80","Utah","VegBank",37.21858514,-112.968402241,"Artemisia tridentata Nutt.",1999
"81","Utah","VegBank",37.385236975,-113.036544438,"Artemisia tridentata Nutt.",1999
"82","Utah","VegBank",37.259797078,-113.034174387,"Artemisia tridentata Nutt.",2000
"83","Utah","VegBank",37.215710904,-113.008073641,"Artemisia tridentata Nutt.",2000
"84","California","VegBank",37.93716848,-119.144819785,"Artemisia tridentata Nutt.",1998
"85","California","VegBank",37.925503478,-119.141591032,"Artemisia tridentata Nutt.",1998
"86","California","VegBank",37.925892105,-119.141033484,"Artemisia tridentata Nutt.",1998
"87","Utah","VegBank",37.213163612,-113.110031829,"Artemisia tridentata Nutt.",1999
"88","Utah","VegBank",37.202358996,-113.100311799,"Artemisia tridentata Nutt.",1999
"89","Utah","VegBank",37.203170424,-113.102835569,"Artemisia tridentata Nutt.",1999
"90","Utah","VegBank",37.261500968,-112.993875245,"Artemisia tridentata Nutt.",2000
"92","Utah","VegBank",37.363124945,-112.899819934,"Artemisia tridentata Nutt.",2000
"93","Utah","VegBank",37.364651267,-112.899621322,"Artemisia tridentata Nutt.",2000
"94","Utah","VegBank",37.365302754,-112.900021674,"Artemisia tridentata Nutt.",2000
"95","Utah","VegBank",37.455112702,-113.226818564,"Artemisia tridentata Nutt.",1999
"96","Utah","VegBank",37.437401566,-113.207724617,"Artemisia tridentata Nutt.",1999
"97","Utah","VegBank",37.278204187,-112.901155731,"Artemisia tridentata Nutt.",1999
"98","Utah","VegBank",37.345808496,-113.109044174,"Artemisia tridentata Nutt.",1999
"99","Utah","VegBank",37.346276905,-113.109057284,"Artemisia tridentata Nutt.",1999
"100","Utah","VegBank",37.361676263,-113.107693257,"Artemisia tridentata Nutt.",1999
"101","Utah","VegBank",37.361174875,-113.107001793,"Artemisia tridentata Nutt.",1999
"102","Utah","VegBank",37.357596715,-113.107522645,"Artemisia tridentata Nutt.",1999
"103","Utah","VegBank",37.275722593,-113.077752362,"Artemisia tridentata Nutt.",2000
"104","Utah","VegBank",37.440520694,-113.206708683,"Artemisia tridentata Nutt.",2000
"107","Utah","VegBank",37.343073793,-113.118347821,"Artemisia tridentata Nutt.",1999
"108","Utah","VegBank",37.179016226,-113.046749257,"Artemisia tridentata Nutt.",2000
"109","Utah","VegBank",37.18211723,-113.051924289,"Artemisia tridentata Nutt.",2000
"110","Utah","VegBank",37.213928884,-113.084112781,"Artemisia tridentata Nutt.",2000
"111","Utah","VegBank",37.186967356,-113.080791765,"Artemisia tridentata Nutt.",2000
"112","Utah","VegBank",37.204939227,-112.884216554,"Artemisia tridentata Nutt.",2000
"113","California","VegBank",37.839935372,-119.453792152,"Artemisia tridentata Nutt.",1998
"114","California","VegBank",37.653447216,-119.061528886,"Artemisia tridentata Nutt.",1998
"115","California","VegBank",38.090496892,-119.235197131,"Artemisia tridentata Nutt.",1998
"116","California","VegBank",38.083660985,-119.236904338,"Artemisia tridentata Nutt.",1998
"117","California","VegBank",37.94227523,-119.147437575,"Artemisia tridentata Nutt.",1998
"118","California","VegBank",38.051724721,-119.272159828,"Artemisia tridentata Nutt.",1998
"119","California","VegBank",37.870112765,-119.126037177,"Artemisia tridentata Nutt.",1998
"120","California","VegBank",37.870813562,-119.122658288,"Artemisia tridentata Nutt.",1998
"122","California","VegBank",37.996268764,-119.158395378,"Artemisia tridentata Nutt.",1999
"123","California","VegBank",37.993341359,-119.161270157,"Artemisia tridentata Nutt.",1999
"124","California","VegBank",37.994858906,-119.157636631,"Artemisia tridentata Nutt.",1999
"125","California","VegBank",38.120890772,-119.251750794,"Artemisia tridentata Nutt.",1999
"126","California","VegBank",38.115901807,-119.269835741,"Artemisia tridentata Nutt.",1999
"127","California","VegBank",37.844713634,-119.44718924,"Artemisia tridentata Nutt.",1999
"128","California","VegBank",37.841181942,-119.449322326,"Artemisia tridentata Nutt.",1999
"129","California","VegBank",37.675703436,-119.622681546,"Artemisia tridentata Nutt.",1999
"130","California","VegBank",37.877583013,-119.368104508,"Artemisia tridentata Nutt.",1998
"131","California","VegBank",37.88217,-119.52338,"Artemisia tridentata Nutt.",1998
"132","California","VegBank",37.942828684,-119.190728572,"Artemisia tridentata Nutt.",1998
"133","California","VegBank",37.933845273,-119.140752304,"Artemisia tridentata Nutt.",1998
"134","California","VegBank",37.937086474,-119.145363559,"Artemisia tridentata Nutt.",1998
"135","California","VegBank",37.936308498,-119.145033719,"Artemisia tridentata Nutt.",1998
"136","California","VegBank",37.925237612,-119.140354658,"Artemisia tridentata Nutt.",1998
"137","California","VegBank",38.028397174,-119.179718853,"Artemisia tridentata Nutt.",1999
"138","California","VegBank",38.021398171,-119.185879288,"Artemisia tridentata Nutt.",1999
"139","California","VegBank",38.025830135,-119.186933714,"Artemisia tridentata Nutt.",1999
"140","California","VegBank",38.027065987,-119.185409714,"Artemisia tridentata Nutt.",1999
"141","California","VegBank",38.080934035,-119.190797054,"Artemisia tridentata Nutt.",1999
"142","California","VegBank",38.033197757,-119.191482171,"Artemisia tridentata Nutt.",1999
"143","California","VegBank",38.03241719,-119.212467694,"Artemisia tridentata Nutt.",1999
"144","California","VegBank",37.948380721,-119.141242574,"Artemisia tridentata Nutt.",1998
"145","California","VegBank",37.93448763,-119.118208538,"Artemisia tridentata Nutt.",1998
"146","California","VegBank",37.936010177,-119.116226943,"Artemisia tridentata Nutt.",1998
"147","California","VegBank",37.926219402,-119.105923294,"Artemisia tridentata Nutt.",1998
"148","California","VegBank",37.930887753,-119.114942271,"Artemisia tridentata Nutt.",1998
"149","California","VegBank",37.933861865,-119.117428256,"Artemisia tridentata Nutt.",1998
"150","California","VegBank",37.934344746,-119.105586316,"Artemisia tridentata Nutt.",1998
"151","California","VegBank",37.933398916,-119.123115227,"Artemisia tridentata Nutt.",1998
"152","California","VegBank",37.93222129,-119.122956184,"Artemisia tridentata Nutt.",1998
"153","California","VegBank",37.945910862,-119.192162956,"Artemisia tridentata Nutt.",1998
"154","California","VegBank",37.946281496,-119.192583644,"Artemisia tridentata Nutt.",1998
"155","California","VegBank",38.076171686,-119.21028556,"Artemisia tridentata Nutt.",1998
"156","California","VegBank",38.070166103,-119.226735826,"Artemisia tridentata Nutt.",1998
"157","California","VegBank",38.087815226,-119.195323651,"Artemisia tridentata Nutt.",1998
"158","California","VegBank",38.03948239,-119.163548582,"Artemisia tridentata Nutt.",1998
"159","California","VegBank",38.033006857,-119.177508454,"Artemisia tridentata Nutt.",1998
"160","California","VegBank",37.85971932,-119.13716153,"Artemisia tridentata Nutt.",1998
"161","California","VegBank",37.860953975,-119.134673848,"Artemisia tridentata Nutt.",1998
"162","California","VegBank",37.940662299,-119.251062387,"Artemisia tridentata Nutt.",1998
"163","California","VegBank",38.019858901,-119.16924807,"Artemisia tridentata Nutt.",1999
"164","California","VegBank",38.01979818,-119.176434087,"Artemisia tridentata Nutt.",1999
"165","California","VegBank",38.020418597,-119.177967469,"Artemisia tridentata Nutt.",1999
"166","California","VegBank",37.944399556,-119.119244261,"Artemisia tridentata Nutt.",1999
"167","California","VegBank",37.943050508,-119.122095826,"Artemisia tridentata Nutt.",1999
"168","California","VegBank",37.938359072,-119.120401984,"Artemisia tridentata Nutt.",1999
"169","California","VegBank",37.986802603,-119.140389753,"Artemisia tridentata Nutt.",1999
"170","California","VegBank",37.984198258,-119.140393744,"Artemisia tridentata Nutt.",1999
"171","California","VegBank",37.994583678,-119.145592242,"Artemisia tridentata Nutt.",1999
"172","California","VegBank",37.986974994,-119.147738782,"Artemisia tridentata Nutt.",1999
"173","California","VegBank",38.041635423,-119.196143296,"Artemisia tridentata Nutt.",1999
"174","California","VegBank",38.041052776,-119.197424855,"Artemisia tridentata Nutt.",1999
"175","California","VegBank",38.081792634,-119.19211096,"Artemisia tridentata Nutt.",1999
"176","California","VegBank",38.080677937,-119.192932725,"Artemisia tridentata Nutt.",1999
"177","California","VegBank",37.956789203,-119.156976858,"Artemisia tridentata Nutt.",1999
"178","California","VegBank",37.961620699,-119.154932919,"Artemisia tridentata Nutt.",1999
"179","California","VegBank",38.140484474,-119.228403638,"Artemisia tridentata Nutt.",1999
"180","California","VegBank",38.134837582,-119.238671121,"Artemisia tridentata Nutt.",1999
"181","California","VegBank",38.136591183,-119.242638071,"Artemisia tridentata Nutt.",1999
"182","California","VegBank",37.940050189,-119.147395539,"Artemisia tridentata Nutt.",1999
"183","California","VegBank",37.941610707,-119.149284378,"Artemisia tridentata Nutt.",1999
"184","California","VegBank",38.136731668,-119.229099557,"Artemisia tridentata Nutt.",1999
"185","California","VegBank",38.054792239,-119.209585422,"Artemisia tridentata Nutt.",1999
"186","California","VegBank",37.896174211,-119.131006018,"Artemisia tridentata Nutt.",1999
"187","California","VegBank",38.037698081,-119.162573181,"Artemisia tridentata Nutt.",1999
"188","California","VegBank",38.15387892,-119.261198297,"Artemisia tridentata Nutt.",1999
"189","California","VegBank",38.154410689,-119.311153371,"Artemisia tridentata Nutt.",1999
"190","California","VegBank",38.0344339,-119.187041402,"Artemisia tridentata Nutt.",1999
"191","California","VegBank",38.158969927,-119.264014695,"Artemisia tridentata Nutt.",1999
"192","California","VegBank",37.944383106,-119.146986889,"Artemisia tridentata Nutt.",1999
"193","California","VegBank",37.924939425,-119.118491887,"Artemisia tridentata Nutt.",1999
"194","California","VegBank",38.104476285,-119.276324646,"Artemisia tridentata Nutt.",1999
"195","California","VegBank",38.110735733,-119.285768498,"Artemisia tridentata Nutt.",1999
"196","California","VegBank",38.043822627,-119.265591469,"Artemisia tridentata Nutt.",1999
"197","California","VegBank",38.043742892,-119.265520643,"Artemisia tridentata Nutt.",1999
"198","California","VegBank",38.034544999,-119.212406377,"Artemisia tridentata Nutt.",1999
"199","California","VegBank",38.033390874,-119.21004745,"Artemisia tridentata Nutt.",1999
"200","California","VegBank",38.032493536,-119.192520745,"Artemisia tridentata Nutt.",1999
"201","California","VegBank",38.035723971,-119.203851107,"Artemisia tridentata Nutt.",1999
"202","California","VegBank",37.888583462,-119.126693598,"Artemisia tridentata Nutt.",1999
"203","California","VegBank",37.894728493,-119.123743261,"Artemisia tridentata Nutt.",1999
"204","California","VegBank",37.895360194,-119.127684705,"Artemisia tridentata Nutt.",1999
"205","California","VegBank",38.025147997,-119.179508671,"Artemisia tridentata Nutt.",1999
"206","California","VegBank",38.045003111,-119.163232431,"Artemisia tridentata Nutt.",1999
"207","California","VegBank",38.052593148,-119.174327809,"Artemisia tridentata Nutt.",1999
"208","California","VegBank",38.049022998,-119.188500987,"Artemisia tridentata Nutt.",1999
"209","California","VegBank",37.878372496,-119.160393586,"Artemisia tridentata Nutt.",1999
"210","California","VegBank",37.885830792,-119.152697914,"Artemisia tridentata Nutt.",1999
"211","California","VegBank",37.875026548,-119.137342514,"Artemisia tridentata Nutt.",1999
"212","California","VegBank",37.882303551,-119.149946006,"Artemisia tridentata Nutt.",1999
"213","California","VegBank",37.899961523,-119.131365483,"Artemisia tridentata Nutt.",1999
"214","California","VegBank",37.923362056,-119.151289622,"Artemisia tridentata Nutt.",1999
"215","California","VegBank",37.923615766,-119.150227658,"Artemisia tridentata Nutt.",1999
"216","California","VegBank",37.930669566,-119.157726077,"Artemisia tridentata Nutt.",1999
"217","California","VegBank",37.900336403,-119.132559052,"Artemisia tridentata Nutt.",1999
"218","California","VegBank",37.9085621,-119.136629605,"Artemisia tridentata Nutt.",1999
"219","California","VegBank",37.893638866,-119.148524659,"Artemisia tridentata Nutt.",1999
"220","California","VegBank",37.944746935,-119.118969755,"Artemisia tridentata Nutt.",1999
"221","California","VegBank",37.946254061,-119.10630185,"Artemisia tridentata Nutt.",1999
"222","California","VegBank",37.935047869,-119.177355935,"Artemisia tridentata Nutt.",1999
"223","California","VegBank",37.933410654,-119.136404775,"Artemisia tridentata Nutt.",1999
"224","California","VegBank",37.965683766,-119.150066116,"Artemisia tridentata Nutt.",1999
"225","California","VegBank",37.944341054,-119.128972018,"Artemisia tridentata Nutt.",1999
"226","California","VegBank",37.915034398,-119.108538929,"Artemisia tridentata Nutt.",1999
"227","California","VegBank",37.872940339,-119.158825151,"Artemisia tridentata Nutt.",1999
"228","California","VegBank",38.100171185,-119.193788883,"Artemisia tridentata Nutt.",1999
"229","California","VegBank",37.944008707,-119.211940452,"Artemisia tridentata Nutt.",1999
"230","California","VegBank",37.953444021,-119.221476153,"Artemisia tridentata Nutt.",1999
"231","California","VegBank",37.923544732,-119.12237665,"Artemisia tridentata Nutt.",1999
"232","California","VegBank",37.929076914,-119.130897925,"Artemisia tridentata Nutt.",1999
"233","California","VegBank",38.154598313,-119.272472752,"Artemisia tridentata Nutt.",1999
"234","California","VegBank",37.954021867,-119.260666267,"Artemisia tridentata Nutt.",1999
"240","Colorado","VegBank",39.7636093,-108.547223,"Artemisia tridentata Nutt.",1992
"241","Colorado","VegBank",39.96750135,-108.4972233,"Artemisia tridentata Nutt.",1992
"242","Colorado","VegBank",39.83138879,-108.0691662,"Artemisia tridentata Nutt.",1992
"243","Colorado","VegBank",39.71832615,-108.5402807,"Artemisia tridentata Nutt.",1992
"244","Colorado","VegBank",40.89555843,-106.9097168,"Artemisia tridentata Nutt.",1990
"247","Kansas","VegBank",37.38583232,-109.0805578,"Artemisia tridentata Nutt.",1998
"248","Colorado","VegBank",39.05749909,-106.2611109,"Artemisia tridentata Nutt.",1995
"249","Colorado","VegBank",39.31472196,-106.2230547,"Artemisia tridentata Nutt.",1995
"250","Colorado","VegBank",40.84166999,-108.6736133,"Artemisia tridentata Nutt.",1990
"251","Colorado","VegBank",40.97833039,-108.7208355,"Artemisia tridentata Nutt.",1990
"252","Colorado","VegBank",40.50416734,-108.4222209,"Artemisia tridentata Nutt.",1990
"253","Colorado","VegBank",40.52222192,-108.4208268,"Artemisia tridentata Nutt.",1990
"254","Colorado","VegBank",40.45417369,-108.3833317,"Artemisia tridentata Nutt.",1990
"255","Colorado","VegBank",40.76417009,-108.1822201,"Artemisia tridentata Nutt.",1990
"257","Colorado","VegBank",40.94777656,-108.0555562,"Artemisia tridentata Nutt.",1990
"258","Colorado","VegBank",40.28222196,-107.6711058,"Artemisia tridentata Nutt.",1990
"259","Colorado","VegBank",38.4088865,-108.7280591,"Artemisia tridentata Nutt.",1991
"260","Colorado","VegBank",38.36110713,-108.6911112,"Artemisia tridentata Nutt.",1991
"261","Colorado","VegBank",38.29972436,-108.9474982,"Artemisia tridentata Nutt.",1991
"262","Colorado","VegBank",38.38360649,-108.9986107,"Artemisia tridentata Nutt.",1991
"263","Colorado","VegBank",38.33666783,-108.7013859,"Artemisia tridentata Nutt.",1992
"264","Colorado","VegBank",38.35416814,-108.7094388,"Artemisia tridentata Nutt.",1992
"265","Colorado","VegBank",38.32667255,-108.6955596,"Artemisia tridentata Nutt.",1992
"266","Colorado","VegBank",38.64861307,-108.2158282,"Artemisia tridentata Nutt.",1994
"267","Colorado","VegBank",39.81610927,-108.6611111,"Artemisia tridentata Nutt.",1992
"268","Colorado","VegBank",39.95527571,-108.1119445,"Artemisia tridentata Nutt.",1992
"269","Colorado","VegBank",40.0311063,-108.127495,"Artemisia tridentata Nutt.",1992
"270","Colorado","VegBank",38.99722048,-106.221669,"Artemisia tridentata Nutt.",1998
"271","Colorado","VegBank",38.68389307,-108.1944448,"Artemisia tridentata Nutt.",1994
"272","Colorado","VegBank",37.66556119,-108.3941649,"Artemisia tridentata Nutt.",1993
"273","Colorado","VegBank",39.64639119,-108.7016702,"Artemisia tridentata Nutt.",1992
"274","Montana","VegBank",46.38,-112.55,"Artemisia tridentata Nutt.",1993
"275","Montana","VegBank",46.2,-112.17,"Artemisia tridentata Nutt.",1987
"276","Montana","VegBank",46.2,-112.19,"Artemisia tridentata Nutt.",1987
"277","Montana","VegBank",46.18,-112.12,"Artemisia tridentata Nutt.",1987
"278","Montana","VegBank",46.19,-112.17,"Artemisia tridentata Nutt.",1987
"279","Montana","VegBank",46.19,-112.14,"Artemisia tridentata Nutt.",1987
"282","Montana","VegBank",46.18,-112.18,"Artemisia tridentata Nutt.",1987
"283","Montana","VegBank",46.19,-112.18,"Artemisia tridentata Nutt.",1987
"284","Montana","VegBank",46.19,-112.19,"Artemisia tridentata Nutt.",1987
"285","Montana","VegBank",46.18,-112.14,"Artemisia tridentata Nutt.",1987
"286","Montana","VegBank",46.18,-112.19,"Artemisia tridentata Nutt.",1987
"287","Montana","VegBank",46.17,-112.19,"Artemisia tridentata Nutt.",1987
"289","Montana","VegBank",46.18,-112.17,"Artemisia tridentata Nutt.",1987
"294","Montana","VegBank",46.18,-112.21,"Artemisia tridentata Nutt.",1987
"295","Montana","VegBank",46.23,-112.01,"Artemisia tridentata Nutt.",1989
"296","Montana","VegBank",45.91,-112.38,"Artemisia tridentata Nutt.",1989
"297","Montana","VegBank",45.7,-112.43,"Artemisia tridentata Nutt.",1990
"299","Montana","VegBank",45.68,-112.4,"Artemisia tridentata Nutt.",1990
"300","Montana","VegBank",45.67,-112.38,"Artemisia tridentata Nutt.",1990
"303","Montana","VegBank",46.26,-111.88,"Artemisia tridentata Nutt.",1990
"304","Montana","VegBank",45.69,-112.44,"Artemisia tridentata Nutt.",1990
"305","Montana","VegBank",45.69,-112.45,"Artemisia tridentata Nutt.",1990
"306","Montana","VegBank",45.7,-112.44,"Artemisia tridentata Nutt.",1990
"308","Montana","VegBank",45.69,-112.41,"Artemisia tridentata Nutt.",1990
"309","Montana","VegBank",45.68,-112.41,"Artemisia tridentata Nutt.",1990
"312","Montana","VegBank",45.69,-112.4,"Artemisia tridentata Nutt.",1990
"313","Montana","VegBank",45.7,-112.41,"Artemisia tridentata Nutt.",1990
"314","Montana","VegBank",45.69,-112.42,"Artemisia tridentata Nutt.",1990
"315","Montana","VegBank",45.71,-112.43,"Artemisia tridentata Nutt.",1990
"316","Montana","VegBank",45.71,-112.42,"Artemisia tridentata Nutt.",1990
"317","Montana","VegBank",45.68,-112.42,"Artemisia tridentata Nutt.",1990
"318","Montana","VegBank",45.67,-112.29,"Artemisia tridentata Nutt.",1990
"319","Montana","VegBank",45.67,-112.39,"Artemisia tridentata Nutt.",1990
"320","Montana","VegBank",45.66,-112.29,"Artemisia tridentata Nutt.",1990
"322","Montana","VegBank",45.67,-112.41,"Artemisia tridentata Nutt.",1990
"323","Montana","VegBank",45.66,-112.28,"Artemisia tridentata Nutt.",1990
"324","Montana","VegBank",45.68,-112.39,"Artemisia tridentata Nutt.",1990
"325","Montana","VegBank",45.66,-112.43,"Artemisia tridentata Nutt.",1990
"326","Montana","VegBank",45.67,-112.42,"Artemisia tridentata Nutt.",1990
"327","Montana","VegBank",45.9,-112.42,"Artemisia tridentata Nutt.",1990
"328","Montana","VegBank",45.67,-112.45,"Artemisia tridentata Nutt.",1990
"330","Montana","VegBank",45.73,-112.4,"Artemisia tridentata Nutt.",1990
"331","Montana","VegBank",45.72,-112.39,"Artemisia tridentata Nutt.",1990
"332","Montana","VegBank",45.72,-112.38,"Artemisia tridentata Nutt.",1990
"335","Montana","VegBank",45.64,-112.39,"Artemisia tridentata Nutt.",1990
"338","Montana","VegBank",45.66,-112.41,"Artemisia tridentata Nutt.",1990
"340","Montana","VegBank",45.65,-112.42,"Artemisia tridentata Nutt.",1990
"341","Montana","VegBank",46.29,-112.29,"Artemisia tridentata Nutt.",1991
"342","Montana","VegBank",46.28,-112.25,"Artemisia tridentata Nutt.",1991
"344","Montana","VegBank",46.28,-112.27,"Artemisia tridentata Nutt.",1991
"345","Montana","VegBank",46.32,-112.26,"Artemisia tridentata Nutt.",1991
"346","Montana","VegBank",46.32,-112.3,"Artemisia tridentata Nutt.",1991
"347","Montana","VegBank",46.31,-112.27,"Artemisia tridentata Nutt.",1991
"350","Montana","VegBank",45.97,-112.31,"Artemisia tridentata Nutt.",1991
"352","Montana","VegBank",45.71,-111.99,"Artemisia tridentata Nutt.",1991
"353","Montana","VegBank",46.22,-111.89,"Artemisia tridentata Nutt.",1991
"354","Montana","VegBank",46.27,-111.98,"Artemisia tridentata Nutt.",1991
"355","Montana","VegBank",46.11,-112.17,"Artemisia tridentata Nutt.",1991
"356","Montana","VegBank",46.09,-112.17,"Artemisia tridentata Nutt.",1991
"358","Montana","VegBank",46.05,-112.04,"Artemisia tridentata Nutt.",1991
"359","Montana","VegBank",46.05,-112,"Artemisia tridentata Nutt.",1991
"360","Montana","VegBank",46.24,-112.19,"Artemisia tridentata Nutt.",1991
"361","Montana","VegBank",45.94,-112.27,"Artemisia tridentata Nutt.",1992
"362","Montana","VegBank",46.21,-112.41,"Artemisia tridentata Nutt.",1992
"363","Montana","VegBank",45.66,-112.38,"Artemisia tridentata Nutt.",1993
"364","Montana","VegBank",46.44,-113.17,"Artemisia tridentata Nutt.",1992
"365","Montana","VegBank",46.14,-113.24,"Artemisia tridentata Nutt.",1993
"366","Montana","VegBank",45.76,-112.76,"Artemisia tridentata Nutt.",1990
"368","Montana","VegBank",45.7,-112.76,"Artemisia tridentata Nutt.",1990
"374","Montana","VegBank",45.82,-112.76,"Artemisia tridentata Nutt.",1990
"375","Montana","VegBank",45.71,-112.75,"Artemisia tridentata Nutt.",1990
"376","Montana","VegBank",45.87,-112.76,"Artemisia tridentata Nutt.",1990
"377","Montana","VegBank",45.8,-112.74,"Artemisia tridentata Nutt.",1990
"378","Montana","VegBank",45.85,-112.77,"Artemisia tridentata Nutt.",1990
